Action ID,Deal Type,Announce Date,Target Ticker,Acquirer Ticker,Deal Status,Deal Offer,Deal Attributes,Deal Description,Currency of Deal,Proposed Deal Type,Payment Type,Proposal Date,Amendment Date,Competing Bid Date,Completion/Termination Date,Announced Premium,Competing Bid Premium,Current Premium,Percent Owned,Percent Sought,Target Termination Fee,Acquirer Termination Fee,Has Contingency Payment,Target Industry Sector,Acquirer Industry Sector,Adviser Fees Disclosed,Target Legal Adviser,Acquirer Legal Adviser,Legal Adviser to Target Financial,Legal Adviser to Acquirer Financial,Target Financial Adviser,Acquirer Financial Adviser,Acquirer Financial Adviser Fee,Nature of Bid,Target Country/Region,Acquirer Country/Region,Target Security Description,Acquirer Security Description,Target Security Type,Acquirer Security Type,Target Revenue,Target Total Assets,Acquirer Total Assets,Acquirer Revenue,Target Gross Fixed Assets,Acquirer Gross Fixed Assets,Target Other Current Assets,Acquirer Other Assets,Target Current Assets to Total Assets,Acquirer Current Assets to Total Assets,Target Current Assets Reported,Acquirer Current Assets Reported,Acquirer Other Assets to Total Assets,Target Total Assets (FY-Specific - BDP),Target Revenue (FY-Specific - BDP),Acquirer Total Assets (FY-Specific - BDP),Acquirer Revenue (FY-Specific - BDP),Target Total Assets (Best Available),Target Total Assets Source,Acquirer Total Assets (Best Available),Acquirer Total Assets Source,Target Revenue (Best Available),Target Revenue Source,Acquirer Revenue (Best Available),Acquirer Revenue Source,Announced Total Value (mil.),Regime No.,Regime Start,Regime End,Intermediate Combined (R'm),Intermediate Target (R'm),Large Combined (R'm),Large Target (R'm),CPI Index (Dec 2024=100),CPI YoY %,Nominal GDP (R million),"Real GDP (R million, 2015 prices)","GDP Deflator (Index, 2015=100)",GDP Deflator YoY %,Market Capitalisation (R million),"Combined Limb Value (best of 4 routes, R'm)","Target Limb Value (max of assets/turnover, R'm)",Classification,Data Completeness,Year
110252034,M&A,2015/7/29,GGM SJ,601212 CH,Completed,,"Company Takeover, Cross Border, Additional Stake Purchase, Tender Offer",Baiyin Nonferrous Group Co Ltd acquired Goliath Gold Mining Ltd for ZAR 41.26M. The transaction was announced on 7/29/2015 and completed on 12/8/2015.,ZAR,,Cash,,,,2015/12/8,-31.60,,,72.000000,28.000000,,,No,Materials,Materials,N,,,,,,,,Friendly,South Africa,China,GGM,601212,Common Stock,Common Stock,,168.204,133359,212372,118.002,80884.4,5.488,,3.84236,60.4589,6.463,80627.3,,168.204,0,34031.79185955,46193.35742672,168.204,FY-specific (point-in-time),34031.79185955,FY-specific (point-in-time),0.0,FY-specific (point-in-time),46193.35742672,FY-specific (point-in-time),41.26,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,212540.204,168.204,Intermediate,Partial (3/4),2015
110768195,INV,2015/8/5,ILA SJ,SLM SJ,Completed,,Minority Purchase,Sanlam Ltd acquired a minority stake in Iliad Africa Ltd. The transaction was completed on 8/5/2015. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2015/8/5,,,,0.000000,10.000000,,,No,Consumer Discretionary,Financials,N,,,,,,,,Friendly,South Africa,South Africa,ILA,SLM,Common Stock,Common Stock,4365.45,1640.62,1.2957e+06,237116,381.898,,,,72.8454,,1195.12,,,1640.62,4365.448,611253,92165,1640.62,FY-specific (point-in-time),611253.0,FY-specific (point-in-time),4365.448,FY-specific (point-in-time),92165.0,FY-specific (point-in-time),,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,1300065.45,4365.45,Large,Full (4/4),2015
111337505,INV,2015/8/19,IMP SJ,CML SJ,Completed,,Minority Purchase,Coronation Fund Managers Ltd acquired a minority stake in Impala Platinum Holdings Ltd. The transaction was completed on 8/19/2015. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2015/8/19,,,,0.000000,20.020000,,,No,Materials,Financials,N,,,,,,,,Friendly,South Africa,South Africa,IMP,CML,Common Stock,Common Stock,135146,164710,100234,4556,,,7551,,44.7854,,73766,,,79867,29028,76861,4830,79867.0,FY-specific (point-in-time),76861.0,FY-specific (point-in-time),29028.0,FY-specific (point-in-time),4830.0,FY-specific (point-in-time),,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,264944.0,164710.0,Large,Full (4/4),2015
11145294,INV,2003/5/2,ARI SJ,HAR SJ,Completed,,"Cross Border, Minority Purchase",Anglo American PLC sold a minority stake in African Rainbow Minerals Ltd to Harmony Gold Mining Co Ltd. The transaction was completed on 5/2/2003.,GBP,,Cash,,,,2003/5/2,,,,0.000000,34.900002,,,No,Materials,N.A.,N,,,,,,,,Friendly,South Africa,South Africa,ARI,HAR,Common Stock,Common Stock,15248,78116,125990,99238,,,5382,,22.2797,16.1648,17404,20366,,8786,3499,14368,7806,8786.0,FY-specific (point-in-time),14368.0,FY-specific (point-in-time),3499.0,FY-specific (point-in-time),7806.0,FY-specific (point-in-time),1725.26,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,204106.0,78116.0,Large,Full (4/4),2003
113022356,INV,2015/9/25,PGR SJ,INL SJ,Completed,,Additional Stake Purchase,Investec Ltd acquired Peregrine Holdings Ltd. The transaction was completed on 9/25/2015. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2015/9/25,,,,6.360000,3.910000,,,No,Financials,Financials,N,,,,,,,,Friendly,South Africa,South Africa,PGR,INL,Common Stock,Common Stock,1653.08,9218.02,1.43453e+06,111529,,,,641747,,,,,,21520.042,2172.119,47141.907,3336.322,21520.042,FY-specific (point-in-time),47141.907,FY-specific (point-in-time),2172.119,FY-specific (point-in-time),3336.322,FY-specific (point-in-time),,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,1443748.02,9218.02,Large,Full (4/4),2015
113666572,INV,2015/10/5,HDC SJ,OML LN,Completed,,"Cross Border, Minority Purchase",Om Residual UK Ltd acquired a minority stake in Hudaco Industries Ltd. The transaction was completed on 10/5/2015. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2015/10/5,,,,0.000000,8.920000,,,No,Industrials,Financials,N,,,,,,,,Friendly,South Africa,United Kingdom,HDC,OML,Common Stock,Common Stock,8748.36,6727.25,910113,174991,1914.48,,143.67,,65.9825,,4438.81,,,3068.364,4479.794,142516,13806,3068.364,FY-specific (point-in-time),142516.0,FY-specific (point-in-time),4479.794,FY-specific (point-in-time),13806.0,FY-specific (point-in-time),,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,918861.36,8748.36,Large,Full (4/4),2015
113667184,M&A,2015/10/14,MDC SJ,MDC LN,Completed,,"Reverse Merger, Company Takeover, Cross Border","Al Noor Hospitals Group PLC announced the acquisition of Mediclinic International Ltd for GBP 6,574.97M. The transaction was announced on 10/14/2015 and is currently pending. This is the second largest deal ever in the medical-hospital industry at the time of announcement. On 10/05/2015, Medi...",GBP,,Stock,2015/10/5,,,2016/2/15,2.44,,,0.000000,100.000000,,,No,Health Care,Health Care,N,Cliffe Dekker/Cravath Swaine/Herbert Smith Fr/Slaughter and Ma,Linklaters/Webber Wentzel,,Ashurst LLP,Firstrand Ltd/Morgan Stanley,Goldman Sachs/Jefferies/Rothschild & Co,,Friendly,South Africa,United Arab Emirates,MDC,MDC,Common Stock,Common Stock,35238,79179,94014,74047.6,63121,150241,2239,,16.8807,3.25265,13366,3057.95,,70534,30495,210.6085954,272.7913689256705,70534.0,FY-specific (point-in-time),210.6085954,FY-specific (point-in-time),30495.0,FY-specific (point-in-time),272.7913689256705,FY-specific (point-in-time),135149.56,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,173193.0,79179.0,Large,Full (4/4),2015
11367918,INV,2003/5/27,APP SJ,AMB SJ,Completed,,Minority Purchase,AMB Holdings Ltd acquired a minority stake in AMB Private Equity Partners Ltd. The transaction was announced on 5/27/2003 and completed on 7/22/2003.,ZAR,,Cash,,,,2003/7/22,,,,0.000000,40.000000,,,No,Financials,Financials,N,,,,,,Webber Wentzel,,Friendly,South Africa,South Africa,APP,AMB,Unit,Common Stock,744.072,1431.34,1849.95,269.386,353.649,,42.846,1273.04,43.0817,,616.645,,,1431.3399658203125,744.072021484375,1849.948974609375,269.385986328125,1431.3399658203125,FY-specific (point-in-time),1849.948974609375,FY-specific (point-in-time),744.072021484375,FY-specific (point-in-time),269.385986328125,FY-specific (point-in-time),253.00,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,3281.29,1431.34,Intermediate,Full (4/4),2003
11386530,M&A,2003/5/29,PMG SJ,GRT SJ,Completed,,Company Takeover,Growthpoint Properties Ltd acquired Primegro Properties Ltd for ZAR 2477.75M. The transaction was announced on 5/29/2003 and completed on 8/13/2003.,ZAR,,Cash and Stock,,,,2003/8/13,,,,0.000000,100.000000,,,No,Real Estate,Real Estate,N,Jowell Glyn Mara,Fluxmans,,,Nedbank Invest,,,Friendly,South Africa,South Africa,PMG,GRT,Unit,REIT,339.939,2465.73,154425,12896,2437.08,,17.787,,0.973869,,24.013,,,2465.73193359375,339.9389953613281,,,2465.73193359375,FY-specific (point-in-time),154425.0,MA-screen (current/latest - NOT point-in-time),339.9389953613281,FY-specific (point-in-time),12896.0,MA-screen (current/latest - NOT point-in-time),2477.75,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,156890.73,2465.73,Large,Full (4/4),2003
114163848,INV,2015/10/15,DCT SJ,AVV SJ,Completed,,Additional Stake Purchase,Anchor Capital Pty Ltd announced the sale of a minority stake in Datacentrix Holdings Ltd to Pinnacle Holdings Ltd for ZAR 100.36M. The transaction was announced on 10/15/2015 and completed on 10/02/2015.,ZAR,,Stock,,,,2015/10/2,,,,34.994999,10.000000,,,No,Technology,Consumer Discretionary,N,,,,,,,,Friendly,South Africa,South Africa,DCT,AVV,Common Stock,Common Stock,2609.26,1185.04,9722.62,23429.2,154.788,1118.96,26.253,,78.7973,74.7893,933.775,7271.48,,962.531,2279.512,3346.679,7152.444,962.531,FY-specific (point-in-time),3346.679,FY-specific (point-in-time),2279.512,FY-specific (point-in-time),7152.444,FY-specific (point-in-time),100.36,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,26038.46,2609.26,Large,Full (4/4),2015
114163914,M&A,2015/10/15,DCT SJ,AVV SJ,Completed,,"Mandatory Offer, Majority Purchase, Additional Stake Purchase, Tender Offer",Alviva Holdings Ltd acquired Datacentrix Holdings Ltd for ZAR 99.33M. The transaction was announced on 10/15/2015 and completed on 1/11/2016.,ZAR,,Stock,,,,2016/1/11,6.80,,,45.000000,9.641861,,,No,Technology,Consumer Discretionary,N,,Tugendhaft Wapni,,,Merchantec Int/Nodus Capital,Deloitte Touche/Investec Bank,,Friendly,South Africa,South Africa,DCT,AVV,Common Stock,Common Stock,2609.26,1185.04,9722.62,23429.2,154.788,1118.96,26.253,,78.7973,74.7893,933.775,7271.48,,962.531,2279.512,3346.679,7152.444,962.531,FY-specific (point-in-time),3346.679,FY-specific (point-in-time),2279.512,FY-specific (point-in-time),7152.444,FY-specific (point-in-time),99.33,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,26038.46,2609.26,Large,Full (4/4),2015
114513044,M&A,2015/7/16,CPF SJ,FFB SJ,Completed,,"Company Takeover, Additional Stake Purchase",Fortress Real Estate Investmen acquired Capital Property Fund Ltd for ZAR 35781.75M. The transaction was announced on 7/16/2015 and completed on 11/30/2015.,ZAR,,Stock,,2015/8/19,,2015/11/30,15.55,,,3.710000,96.290001,,,No,Real Estate,Real Estate,N,,,,,Java Capital,,,Friendly,South Africa,South Africa,CPF,FFB,REIT,Common Stock,2038.25,,65989.4,6240.97,,,,,,,,8749.35,,,2038.247,13465.169,961.851,,Missing,13465.169,FY-specific (point-in-time),2038.247,FY-specific (point-in-time),961.851,FY-specific (point-in-time),35781.82,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,68027.65,2038.25,Large,Partial (3/4),2015
11590910,INV,2003/6/19,SFT SJ,EXACT NA,Completed,,"Cross Border, Minority Purchase",Exact Holding BV acquired a minority stake in Softline Ltd/South Africa. The transaction was completed on 6/19/2003.,ZAR,,Cash,,,,2003/6/19,11.54,,,0.000000,15.100000,,,No,Technology,Technology,N,,,,,,,,Friendly,South Africa,Netherlands,SFT,EXACT,Common Stock,Common Stock,636.283,,3033.49,2708.98,,,,,,57.9504,,1757.92,,666.0540161132812,486.8290100097656,0,0,666.0540161132812,FY-specific (point-in-time),0.0,FY-specific (point-in-time),486.8290100097656,FY-specific (point-in-time),0.0,FY-specific (point-in-time),85.92,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,3669.7729999999997,636.283,Large,Partial (3/4),2003
116565120,BUY,2015/10/11,MEAFR NA,MEAFR NA,Pending,,,,EUR,,,,,,2015/11/24,,,,0.000000,0.000000,,,,Industrials,Industrials,N,,,,,,,,,South Africa,,MEAFR,MEAFR,Common Stock,Common Stock,15092.6,23686.6,23686.6,15092.6,,,13694,,70.726,70.726,16752.6,16752.6,,1694.721,1048.065,1694.721,1048.065,1694.721,FY-specific (point-in-time),1694.721,FY-specific (point-in-time),1048.065,FY-specific (point-in-time),1048.065,FY-specific (point-in-time),1859.85,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,47373.2,23686.6,Large,Full (4/4),2015
117368927,M&A,2015/12/16,ABG SJ,184023Z SJ,Withdrawn,,"Cross Border, Majority Purchase","Abraaj CEO Arif Naqvi announced on 01/17/2017 that the company is interested in acquiring Barclay's Africa business. On 11/07/2016 it was reported that Public Investment Corp has sought approval from the Reserve Bank to increase its stake in Barclays Africa Group Ltd, citing people familiar w...",USD,On the Block,Undisclosed,2015/12/16,,,2016/6/16,,,,6.500000,31.000000,,,No,Financials,Financials,N,,,,,,,,Friendly,South Africa,South Africa,ABG,184023Z,Common Stock,Private Comp,207703,2.23948e+06,4617.25,1261.76,,185.389,,,,85.5959,,3952.18,,991414,96081,1206.976,808.88,991414.0,FY-specific (point-in-time),1206.976,FY-specific (point-in-time),96081.0,FY-specific (point-in-time),808.88,FY-specific (point-in-time),,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,2244097.25,2239480.0,Large,Full (4/4),2015
12007815,M&A,2003/8/1,SFT SJ,SGE LN,Completed,,"Company Takeover, Cross Border",Sage Group PLC/The acquired Softline Ltd/South Africa for ZAR 677.31M. The transaction was announced on 8/1/2003 and completed on 11/25/2003.,ZAR,,Cash,,,,2003/11/25,12.89,,,0.000000,100.000000,,,No,Technology,Technology,N,,Skadden Arps,,,,Deutsche Bank,,Friendly,South Africa,United Kingdom,SFT,SGE,Common Stock,Common Stock,636.283,,86272.3,59344.7,,3578.22,,,,23.2427,,20052,,666.0540161132812,486.8290100097656,1083.074951171875,551.7310180664062,666.0540161132812,FY-specific (point-in-time),1083.074951171875,FY-specific (point-in-time),486.8290100097656,FY-specific (point-in-time),551.7310180664062,FY-specific (point-in-time),677.31,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,86908.583,636.283,Large,Partial (3/4),2003
120301109,M&A,2016/2/8,ILV SJ,ABF LN,Completed,,"Company Takeover, Cross Border, Additional Stake Purchase",Associated British Foods PLC acquired Illovo Sugar Pty Ltd for ZAR 5603.64M. The transaction was announced on 2/8/2016 and completed on 6/28/2016.,ZAR,,Cash,,2016/4/8,,2016/6/28,42.92,,,51.349998,48.650002,,,No,Consumer Staples,Consumer Staples,N,,Herbert Smith Fr,,,,JP Morgan/Rothschild & Co,,Unsolicited,South Africa,United Kingdom,ILV,ABF,Common Stock,Common Stock,3334.92,3898.43,454367,459317,2905.17,400830,391.551,,48.6564,32.1445,1896.84,146054,,14826.5,13266.5,10219,12800,14826.5,FY-specific (point-in-time),10219.0,FY-specific (point-in-time),13266.5,FY-specific (point-in-time),12800.0,FY-specific (point-in-time),5603.60,3,2009-04-01,2017-09-30,560,80,6600,190,67.8333333333333,6.325,4759554.5,4450171.0,106.952171051405,6.95217105140453,13580619.0,463215.43,3898.43,Large,Full (4/4),2016
12054903,M&A,2003/8/6,NAI SJ,HCI SJ,Completed,,Company Takeover,Hosken Consolidated Investments Ltd acquired New Africa Investments Ltd. The transaction was completed on 8/6/2003. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2003/8/6,,,,0.000000,100.000000,,,No,Financials,Consumer Discretionary,N,,,,,,,,Friendly,South Africa,South Africa,NAI,HCI,Common Stock,Common Stock,,39.023,64182,24172.5,,,0.816,,57.7326,10.9267,22.529,7012.98,,1683.625,0,3281.6689453125,390.2659912109375,1683.625,FY-specific (point-in-time),3281.6689453125,FY-specific (point-in-time),0.0,FY-specific (point-in-time),390.2659912109375,FY-specific (point-in-time),,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,64221.023,39.023,Intermediate,Partial (3/4),2003
12154778,M&A,2003/8/21,FSDI LN,RNG SJ,Completed,,Majority Purchase,Randgold & Exploration Co Ltd acquired Free State Development & Investment Corp Ltd for ZAR 46.14M. The transaction was announced on 8/21/2003 and completed on 11/25/2003.,ZAR,,Stock,,,,2003/11/25,60.00,,,0.000000,55.099998,,,No,Materials,Materials,N,Taback & Assoc,,,,,,,Friendly,South Africa,South Africa,FSDI,RNG,Common Stock,Common Stock,,63.832,50.495,,,0.181,55.846,,87.5564,99.9148,55.889,50.452,,57.749000549316406,,688.9199829101562,404.0639953613281,57.749000549316406,FY-specific (point-in-time),688.9199829101562,FY-specific (point-in-time),,Missing,404.0639953613281,FY-specific (point-in-time),46.14,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,114.327,63.832,Small,Partial (2/4),2003
122042491,INV,2016/3/7,TSX SJ,MCU SJ,Completed,,Minority Purchase,m Cubed Holdings Ltd acquired a minority stake in Trans Hex Group Ltd. The transaction was completed on 3/7/2016. Financial terms of the transaction are undisclosed.,ZAR,,Undisclosed,,,,2016/3/7,,,,0.000000,26.180000,,,No,Materials,Financials,N,,,,,,,,Friendly,South Africa,South Africa,TSX,MCU,Common Stock,Common Stock,312.556,800.273,76.433,23.316,909.176,,33.608,,17.1065,,136.899,,,1019.685,939.685,,,1019.685,FY-specific (point-in-time),76.433,MA-screen (current/latest - NOT point-in-time),939.685,FY-specific (point-in-time),23.316,MA-screen (current/latest - NOT point-in-time),,3,2009-04-01,2017-09-30,560,80,6600,190,67.8333333333333,6.325,4759554.5,4450171.0,106.952171051405,6.95217105140453,13580619.0,876.706,800.273,Intermediate,Full (4/4),2016
122105447,INV,2016/3/8,REB SJ,AWA SJ,Completed,,Minority Purchase,Arrowhead Properties Ltd/Old acquired a minority stake in Rebosis Property Fund Ltd. The transaction was announced on 3/8/2016 and completed on 3/4/2016. Financial terms of the transaction are undisclosed.,ZAR,,Cash and Stock,,,,2016/3/4,,,,0.000000,9.757885,,,No,Real Estate,Real Estate,N,,,,,,,,Friendly,South Africa,South Africa,REB,AWA,REIT,REIT,1666.66,13512.2,14434.1,2222.09,,,,,,,316.407,605.902,,15242.551,1051.529,9906.502916,1256.369389,15242.551,FY-specific (point-in-time),9906.502916,FY-specific (point-in-time),1051.529,FY-specific (point-in-time),1256.369389,FY-specific (point-in-time),,3,2009-04-01,2017-09-30,560,80,6600,190,67.8333333333333,6.325,4759554.5,4450171.0,106.952171051405,6.95217105140453,13580619.0,27946.300000000003,13512.2,Large,Full (4/4),2016
122479049,INV,2015/1/16,MTU SJ,SCP SJ,Completed,,"Cross Border, Minority Purchase",Stellar Capital Partners Ltd acquired a minority stake in Mantengu Ltd. The transaction was completed on 1/16/2015.,ZAR,,Cash,,,,2015/1/16,,,,0.000000,33.580002,,,No,Technology,Financials,N,,,,,,,,Friendly,South Africa,United Kingdom,MTU,SCP,Common Stock,Common Stock,393.238,1355.09,1151.61,75.586,923.637,,31.455,,19.4922,,264.137,471.107,,72.499,0,,,72.499,FY-specific (point-in-time),1151.61,MA-screen (current/latest - NOT point-in-time),0.0,FY-specific (point-in-time),75.586,MA-screen (current/latest - NOT point-in-time),28.80,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,2506.7,1355.09,Intermediate,Full (4/4),2015
123861594,INV,2016/4/11,LSAK US,1411Z US,Pending,,"Private Placement, Cross Border, Minority Purchase",International Finance Corp announced the acquisition of a minority stake in Lesaka Technologies Inc. The transaction was announced on 4/11/2016 and is expected to be completed by 4/30/2016.,USD,,Cash,,,,2016/4/30,,,,0.000000,18.000000,,,No,Financials,Government,N,,,,,,,,Friendly,South Africa,United States,LSAK,1411Z,Common Stock,Private Comp,12196.1,11466,2.29932e+06,137587,2297.82,,305.52,1.55091e+06,38.2861,,4389.89,,,1316.956,625.979,87548,2707,1316.956,FY-specific (point-in-time),87548.0,FY-specific (point-in-time),625.979,FY-specific (point-in-time),2707.0,FY-specific (point-in-time),1583.44,3,2009-04-01,2017-09-30,560,80,6600,190,67.8333333333333,6.325,4759554.5,4450171.0,106.952171051405,6.95217105140453,13580619.0,2311516.1,12196.1,Large,Full (4/4),2016
