Action ID,Deal Type,Announce Date,Target Ticker,Acquirer Ticker,Deal Status,Deal Attributes,Deal Description,Currency of Deal,Payment Type,Completion/Termination Date,Percent Owned,Percent Sought,Has Contingency Payment,Target Industry Sector,Acquirer Industry Sector,Adviser Fees Disclosed,Nature of Bid,Target Country/Region,Acquirer Country/Region,Target Security Description,Acquirer Security Description,Target Security Type,Acquirer Security Type,Financials Fiscal Year (as-at),Target Total Assets,Target Revenue,Acquirer Total Assets,Acquirer Revenue,Announced Total Value (mil.),Financial Variables Present (of 4),Target Limb Driver,Regime No.,Regime Start,Regime End,Intermediate Combined (R'm),Intermediate Target (R'm),Large Combined (R'm),Large Target (R'm),CPI Index (Dec 2024=100),CPI YoY %,Nominal GDP (R million),"Real GDP (R million, 2015 prices)","GDP Deflator (Index, 2015=100)",GDP Deflator YoY %,Market Capitalisation (R million),"Combined Limb Value (best of 4 routes, R'm)","Target Limb Value (max of assets/turnover, R'm)",Classification,Data Completeness,Year
100026324,INV,2014/12/15,DAW SJ,DAW SJ,Completed,Minority Purchase,Ukhamba Holdings Pty Ltd sold a minority stake in Distribution and Warehousing Network Ltd to Distribution and Warehousing Network Ltd. The transaction was completed on 12/15/2014.,ZAR,Cash,2014/12/15,0.000000,32.250000,No,Consumer Discretionary,Consumer Discretionary,N,Friendly,South Africa,South Africa,DAW,DAW,Common Stock,Common Stock,2013,3017.595,3763.476,3017.595,3763.476,664.13,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,61.0166666666667,6.05,4133873.0,4363118.1,94.7458424286063,5.36654656658044,11505020.0,7526.952,3763.476,Large,Full (4/4),2014
100560439,INV,2014/12/24,TSX SJ,GRSP SJ,Completed,Additional Stake Purchase,Goldrush Holdings Ltd acquired Trans Hex Group Ltd. The transaction was completed on 12/24/2014. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2014/12/24,24.299999,0.700100,No,Materials,Financials,N,Friendly,South Africa,South Africa,TSX,GRSP,Common Stock,Preference,2013,990.427,751.304,606.024023,20.773118,,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,61.0166666666667,6.05,4133873.0,4363118.1,94.7458424286063,5.36654656658044,11505020.0,1596.451023,990.427,Intermediate,Full (4/4),2014
101568253,M&A,2014/10/15,LHG SJ,ENDPQ US,Completed,"Company Takeover, Cross Border, Additional Stake Purchase",Endo International PLC acquired Litha Healthcare Group Ltd for ZAR 461.70M. The transaction was announced on 10/15/2014 and completed on 2/10/2015.,ZAR,Cash,2015/2/10,70.000000,30.000000,No,Health Care,Health Care,N,Friendly,South Africa,United States,LHG,ENDPQ,Common Stock,Common Stock,2013,1944.3,1045.332,6571.856,2124.681,461.70,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,61.0166666666667,6.05,4133873.0,4363118.1,94.7458424286063,5.36654656658044,11505020.0,8516.155999999999,1944.3,Large,Full (4/4),2014
101824608,INV,2015/1/26,SPP SJ,184023Z SJ,Completed,"Private Equity, Minority Purchase",Public Investment Corp Ltd acquired a minority stake in SPAR Group Ltd/The. The transaction was completed on 1/26/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/1/26,0.000000,20.002001,No,Consumer Staples,Financials,N,Friendly,South Africa,South Africa,SPP,184023Z,Common Stock,Private Comp,2014,17122.6,54483,1206.976,808.88,,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,55689.976,54483.0,Large,Full (4/4),2015
101825286,INV,2015/1/26,NPK SJ,0229878D LN,Completed,"Cross Border, Minority Purchase",Somerset Capital Management LLP acquired a minority stake in Nampak Ltd. The transaction was completed on 1/26/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/1/26,0.000000,5.030000,No,Materials,Financials,N,Friendly,South Africa,United Kingdom,NPK,0229878D,Common Stock,Private Comp,2014,21891.1,15305.6,6.61405014235,12.479166883651953,,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,21903.57916688365,21891.1,Large,Full (4/4),2015
102634716,INV,2015/2/12,SAP SJ,184023Z SJ,Completed,Minority Purchase,Public Investment Corp Ltd acquired a minority stake in Sappi Ltd. The transaction was completed on 2/12/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/2/12,0.000000,15.573000,No,Materials,Financials,N,Friendly,South Africa,South Africa,SAP,184023Z,Common Stock,Private Comp,2014,5465,6061,1206.976,808.88,,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,7267.976000000001,6061.0,Large,Full (4/4),2015
10263927,M&A,2003/2/11,AMA SJ,0544801D US,Completed,"Cross Border, Majority Purchase, Tender Offer",Russell Hobbs Inc acquired Home of Living Brands Holdings Ltd. The transaction was announced on 2/11/2003 and completed on 3/25/2003. Financial terms of the transaction are undisclosed.,ZAR,Cash,2003/3/25,30.799999,21.200001,No,Consumer Discretionary,Consumer Discretionary,N,Friendly,South Africa,United States,AMA,0544801D,Common Stock,Common Stock,2002,480.7330017089844,862.3380126953125,823.927,922.479,,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,1784.8170126953125,862.3380126953125,Intermediate,Full (4/4),2003
102805375,M&A,2015/2/17,213619Z SJ,TKG SJ,Withdrawn,"Company Takeover, Cross Border","On 11/19/2015 Telkom withdrew their interest in Cell C. On 11/09/2015, Telkom SA announced that the companies were still in discussions. On 10/29/2015 it was reported that shareholders of Cell C rejected the ZAR 14,000.00M offer from Telkom SA. On 09/23/2015, the CEO of Cell C Pty Ltd stated ...",ZAR,Undisclosed,2015/11/19,0.000000,100.000000,No,Communications,Communications,N,Friendly,South Africa,South Africa,213619Z,TKG,Private Comp,Common Stock,2014,15475.813,11634.148,39405,31288,13999.94,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,54880.813,15475.813,Large,Full (4/4),2015
103008079,INV,2015/2/23,AIP SJ,BVT SJ,Completed,Additional Stake Purchase,Bidvest Group Ltd/The acquired Adcock Ingram Holdings Ltd for ZAR 299.74M. The transaction was announced on 2/23/2015 and completed on 5/18/2015.,ZAR,Cash,2015/5/18,33.720001,3.280000,No,Health Care,Consumer Staples,N,Friendly,South Africa,South Africa,AIP,BVT,Common Stock,Common Stock,2014,5405.842,,80975.47,161612.418,299.74,3,Assets only,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,167018.26,5405.842,Large,Partial (3/4),2015
103063244,M&A,2015/2/24,AIA SJ,REB SJ,Completed,"Company Takeover, Additional Stake Purchase",Rebosis Property Fund Ltd acquired Ascension Properties Ltd for ZAR 2487.52M. The transaction was announced on 2/24/2015 and completed on 4/25/2017.,ZAR,Stock,2017/4/25,33.869999,66.129997,No,Real Estate,Real Estate,N,Friendly,South Africa,South Africa,AIA,REB,REIT,REIT,2014,3823.853,353.101,7852.361,884.378,2487.52,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,11676.214,3823.853,Large,Full (4/4),2015
104477899,INV,2015/3/18,AVV SJ,IVZ US,Completed,"Cross Border, Additional Stake Purchase",Invesco Ltd acquired Alviva Holdings Ltd. The transaction was completed on 3/18/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/3/18,14.440000,0.810000,No,Consumer Discretionary,Financials,N,Friendly,South Africa,United States,AVV,IVZ,Common Stock,Common Stock,2014,3346.679,7152.444,20450,5147.1,,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,27602.444,7152.444,Large,Full (4/4),2015
106151682,INV,2015/4/29,MRF SJ,GLEN LN,Completed,"Cross Border, Minority Purchase",Royal Bafokeng Platinum Ltd sold a minority stake in Merafe Resources Ltd to Glencore PLC. The transaction was completed on 4/29/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/4/29,0.000000,28.680000,No,Materials,Materials,N,Friendly,South Africa,Switzerland,MRF,GLEN,Common Stock,Common Stock,2014,5401.147,3609.066,152205,221073,,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,226474.147,5401.147,Large,Full (4/4),2015
106890033,INV,2015/5/13,SNT SJ,SNT SJ,Pending,Minority Purchase,Central Plaza Investments 112 Pty Ltd announced the sale of a minority stake in Santam Ltd to Santam Ltd. The transaction was announced on 5/13/2015 and is currently pending.,ZAR,Cash,,0.000000,3.530000,No,Financials,Financials,N,Friendly,South Africa,South Africa,SNT,SNT,Common Stock,Common Stock,2014,25184,19434,25184,19434,800.85,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,50368.0,25184.0,Large,Full (4/4),2015
107941646,INV,2015/6/8,RMH SJ,184023Z SJ,Completed,Additional Stake Purchase,Public Investment Corp Ltd acquired RMB Holdings Ltd. The transaction was completed on 6/8/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/6/8,9.987000,0.044000,No,Financials,Financials,N,Friendly,South Africa,South Africa,RMH,184023Z,Common Stock,Private Comp,2014,33566,0,1206.976,808.88,,4,Assets only,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,34772.976,33566.0,Large,Full (4/4),2015
108021185,INV,2015/6/9,NPK SJ,LAZ US,Completed,"Cross Border, Minority Purchase",Lazard Inc acquired a minority stake in Nampak Ltd. The transaction was completed on 6/9/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/6/9,0.000000,10.040000,No,Materials,Financials,N,Friendly,South Africa,United States,NPK,LAZ,Common Stock,Common Stock,2014,21891.1,15305.6,3332.236,2363.017,,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,25223.336,21891.1,Large,Full (4/4),2015
108135892,M&A,2015/6/11,IRA SJ,AFT SJ,Completed,"Company Takeover, Additional Stake Purchase",Afrimat Ltd acquired Infrasors Holdings Ltd for ZAR 19.22M. The transaction was announced on 6/11/2015 and completed on 10/13/2015.,ZAR,Cash,2015/10/13,91.279999,8.720000,No,Materials,Materials,N,Friendly,South Africa,South Africa,IRA,AFT,Common Stock,Common Stock,2014,326.506,327.51,1479.417249,1901.187222,19.22,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,2228.697222,327.51,Intermediate,Full (4/4),2015
10823834,M&A,2003/3/3,AHV SJ,CRH SJ,Completed,"Company Takeover, Additional Stake Purchase, Tender Offer",Coronation Holdings Ltd acquired African Harvest Ltd for ZAR 137.81M. The transaction was announced on 3/3/2003 and completed on 7/8/2003.,ZAR,Cash,2003/7/8,75.000000,25.000000,No,Financials,Financials,N,Friendly,South Africa,South Africa,AHV,CRH,Common Stock,Common Stock,2002,680.291015625,38.356998443603516,7026,1383,137.81,4,Assets only,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,7706.291015625,680.291015625,Large,Full (4/4),2003
108247445,BUY,2015/6/15,CMH SJ,CMH SJ,Completed,,,ZAr,,2015/7/3,0.000000,0.000000,,Consumer Discretionary,Consumer Discretionary,N,,South Africa,,CMH,CMH,Common Stock,Common Stock,2014,2574.11,10703.616,2574.11,10703.616,2.50,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,21407.232,10703.616,Large,Full (4/4),2015
108682908,M&A,2015/6/24,CCL SJ,WTC AU,Completed,"Company Takeover, Cross Border, Additional Stake Purchase",WiseTech Global Ltd acquired Compu-Clearing Outsourcing Ltd for ZAR 176.97M. The transaction was announced on 6/24/2015 and completed on 9/22/2015.,ZAR,Cash,2015/9/22,23.500000,76.500000,No,Technology,Technology,N,Friendly,South Africa,Australia,CCL,WTC,Common Stock,Common Stock,2014,66.281,71.968,,60.60752183908047,176.98,3,Neither,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,132.57552183908047,71.968,Small,Partial (3/4),2015
108732382,M&A,2015/6/25,ADH SJ,COH SJ,Terminated,Company Takeover,Curro Holdings Ltd announced the acquisition of Advtech Ltd for ZAR 6712.98M. The transaction was announced on 6/25/2015 and terminated on 7/29/2015.,ZAR,Cash or Stock,2015/7/29,0.000000,100.000000,No,Consumer Discretionary,Consumer Discretionary,N,Unsolicited,South Africa,South Africa,ADH,COH,Common Stock,Common Stock,2014,1960.2,1931.8,4144.001,1000.701,6713.01,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,6104.201,1960.2,Intermediate,Full (4/4),2015
108842109,M&A,2015/6/26,FPT SJ,RDF SJ,Completed,"Company Takeover, Additional Stake Purchase",Redefine Properties Ltd acquired Fountainhead Property Trust for ZAR 3452.13M. The transaction was announced on 6/26/2015 and completed on 8/11/2015.,ZAR,Stock,2015/8/11,66.000000,34.000000,No,Real Estate,Real Estate,N,Friendly,South Africa,South Africa,FPT,RDF,REIT,REIT,2014,12601.452,1282.033,57490.164,5594.127,3452.12,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,70091.616,12601.452,Large,Full (4/4),2015
108970285,M&A,2015/6/30,ZSA SJ,ZURN SW,Completed,Company Takeover,Zurich Insurance Group AG acquired Zurich Insurance Co South Africa Ltd for ZAR 2405.11M. The transaction was announced on 6/30/2015 and completed on 9/22/2015.,ZAR,Cash,2015/9/22,0.000000,100.000000,No,Financials,Financials,N,Friendly,South Africa,Switzerland,ZSA,ZURN,Common Stock,Common Stock,2014,4757.682,3392.387,406529,72781,2405.11,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,411286.682,4757.682,Large,Full (4/4),2015
110252034,M&A,2015/7/29,GGM SJ,601212 CH,Completed,"Company Takeover, Cross Border, Additional Stake Purchase, Tender Offer",Baiyin Nonferrous Group Co Ltd acquired Goliath Gold Mining Ltd for ZAR 41.26M. The transaction was announced on 7/29/2015 and completed on 12/8/2015.,ZAR,Cash,2015/12/8,72.000000,28.000000,No,Materials,Materials,N,Friendly,South Africa,China,GGM,601212,Common Stock,Common Stock,2014,168.204,0,34031.79185955,46193.35742672,41.26,4,Assets only,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,46361.56142672,168.204,Intermediate,Full (4/4),2015
110768195,INV,2015/8/5,ILA SJ,SLM SJ,Completed,Minority Purchase,Sanlam Ltd acquired a minority stake in Iliad Africa Ltd. The transaction was completed on 8/5/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/8/5,0.000000,10.000000,No,Consumer Discretionary,Financials,N,Friendly,South Africa,South Africa,ILA,SLM,Common Stock,Common Stock,2014,1640.62,4365.448,611253,92165,,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,615618.448,4365.448,Large,Full (4/4),2015
111337505,INV,2015/8/19,IMP SJ,CML SJ,Completed,Minority Purchase,Coronation Fund Managers Ltd acquired a minority stake in Impala Platinum Holdings Ltd. The transaction was completed on 8/19/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/8/19,0.000000,20.020000,No,Materials,Financials,N,Friendly,South Africa,South Africa,IMP,CML,Common Stock,Common Stock,2014,79867,29028,76861,4830,,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,156728.0,79867.0,Large,Full (4/4),2015
11145294,INV,2003/5/2,ARI SJ,HAR SJ,Completed,"Cross Border, Minority Purchase",Anglo American PLC sold a minority stake in African Rainbow Minerals Ltd to Harmony Gold Mining Co Ltd. The transaction was completed on 5/2/2003.,GBP,Cash,2003/5/2,0.000000,34.900002,No,Materials,N.A.,N,Friendly,South Africa,South Africa,ARI,HAR,Common Stock,Common Stock,2002,8786,3499,14368,7806,1725.26,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,23154.0,8786.0,Large,Full (4/4),2003
11146050,M&A,2003/5/2,AOD SJ,HAR SJ,Completed,Company Takeover,Harmony Gold Mining Co Ltd acquired African Rainbow Minerals Gold Ltd for ZAR 5752.92M. The transaction was announced on 5/2/2003 and completed on 9/23/2003.,ZAR,Stock,2003/9/23,0.000000,100.000000,No,Materials,Materials,N,Friendly,South Africa,South Africa,AOD,HAR,Common Stock,Common Stock,2002,,3537.800048828125,14368,7806,5752.94,3,Turnover only,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,17905.800048828125,3537.800048828125,Large,Partial (3/4),2003
11205459,M&A,2003/5/9,SIS SJ,SUI SJ,Completed,"Majority Purchase, Additional Stake Purchase",Sun International Ltd/South Africa acquired Sun International South Africa Ltd for ZAR 547.00M. The transaction was completed on 5/9/2003.,ZAR,Cash,2003/5/9,43.599998,18.600000,No,Consumer Discretionary,Consumer Discretionary,N,Friendly,South Africa,South Africa,SIS,SUI,Common Stock,Common Stock,2002,3510.305908203125,1732.31103515625,8488.814453125,3719.387939453125,547.00,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,11999.120361328125,3510.305908203125,Large,Full (4/4),2003
113022356,INV,2015/9/25,PGR SJ,INL SJ,Completed,Additional Stake Purchase,Investec Ltd acquired Peregrine Holdings Ltd. The transaction was completed on 9/25/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/9/25,6.360000,3.910000,No,Financials,Financials,N,Friendly,South Africa,South Africa,PGR,INL,Common Stock,Common Stock,2014,21520.042,2172.119,47141.907,3336.322,,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,68661.949,21520.042,Large,Full (4/4),2015
113666572,INV,2015/10/5,HDC SJ,OML LN,Completed,"Cross Border, Minority Purchase",Om Residual UK Ltd acquired a minority stake in Hudaco Industries Ltd. The transaction was completed on 10/5/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/10/5,0.000000,8.920000,No,Industrials,Financials,N,Friendly,South Africa,United Kingdom,HDC,OML,Common Stock,Common Stock,2014,3068.364,4479.794,142516,13806,,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,146995.794,4479.794,Large,Full (4/4),2015
113667184,M&A,2015/10/14,MDC SJ,MDC LN,Completed,"Reverse Merger, Company Takeover, Cross Border","Al Noor Hospitals Group PLC announced the acquisition of Mediclinic International Ltd for GBP 6,574.97M. The transaction was announced on 10/14/2015 and is currently pending. This is the second largest deal ever in the medical-hospital industry at the time of announcement. On 10/05/2015, Medi...",GBP,Stock,2016/2/15,0.000000,100.000000,No,Health Care,Health Care,N,Friendly,South Africa,United Arab Emirates,MDC,MDC,Common Stock,Common Stock,2014,70534,30495,210.6085954,272.7913689256705,135149.56,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,70806.79136892567,70534.0,Large,Full (4/4),2015
11367918,INV,2003/5/27,APP SJ,AMB SJ,Completed,Minority Purchase,AMB Holdings Ltd acquired a minority stake in AMB Private Equity Partners Ltd. The transaction was announced on 5/27/2003 and completed on 7/22/2003.,ZAR,Cash,2003/7/22,0.000000,40.000000,No,Financials,Financials,N,Friendly,South Africa,South Africa,APP,AMB,Unit,Common Stock,2002,1431.3399658203125,744.072021484375,1849.948974609375,269.385986328125,253.00,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,3281.2889404296875,1431.3399658203125,Intermediate,Full (4/4),2003
114163848,INV,2015/10/15,DCT SJ,AVV SJ,Completed,Additional Stake Purchase,Anchor Capital Pty Ltd announced the sale of a minority stake in Datacentrix Holdings Ltd to Pinnacle Holdings Ltd for ZAR 100.36M. The transaction was announced on 10/15/2015 and completed on 10/02/2015.,ZAR,Stock,2015/10/2,34.994999,10.000000,No,Technology,Consumer Discretionary,N,Friendly,South Africa,South Africa,DCT,AVV,Common Stock,Common Stock,2014,962.531,2279.512,3346.679,7152.444,100.36,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,9431.956,2279.512,Large,Full (4/4),2015
114163914,M&A,2015/10/15,DCT SJ,AVV SJ,Completed,"Mandatory Offer, Majority Purchase, Additional Stake Purchase, Tender Offer",Alviva Holdings Ltd acquired Datacentrix Holdings Ltd for ZAR 99.33M. The transaction was announced on 10/15/2015 and completed on 1/11/2016.,ZAR,Stock,2016/1/11,45.000000,9.641861,No,Technology,Consumer Discretionary,N,Friendly,South Africa,South Africa,DCT,AVV,Common Stock,Common Stock,2014,962.531,2279.512,3346.679,7152.444,99.33,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,9431.956,2279.512,Large,Full (4/4),2015
114513044,M&A,2015/7/16,CPF SJ,FFB SJ,Completed,"Company Takeover, Additional Stake Purchase",Fortress Real Estate Investmen acquired Capital Property Fund Ltd for ZAR 35781.75M. The transaction was announced on 7/16/2015 and completed on 11/30/2015.,ZAR,Stock,2015/11/30,3.710000,96.290001,No,Real Estate,Real Estate,N,Friendly,South Africa,South Africa,CPF,FFB,REIT,Common Stock,2014,,2038.247,13465.169,961.851,35781.82,3,Turnover only,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,15503.416,2038.247,Large,Partial (3/4),2015
11590910,INV,2003/6/19,SFT SJ,EXACT NA,Completed,"Cross Border, Minority Purchase",Exact Holding BV acquired a minority stake in Softline Ltd/South Africa. The transaction was completed on 6/19/2003.,ZAR,Cash,2003/6/19,0.000000,15.100000,No,Technology,Technology,N,Friendly,South Africa,Netherlands,SFT,EXACT,Common Stock,Common Stock,2002,666.0540161132812,486.8290100097656,0,0,85.92,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,666.0540161132812,666.0540161132812,Intermediate,Full (4/4),2003
116565120,BUY,2015/10/11,MEAFR NA,MEAFR NA,Pending,,,EUR,,2015/11/24,0.000000,0.000000,,Industrials,Industrials,N,,South Africa,,MEAFR,MEAFR,Common Stock,Common Stock,2014,1694.721,1048.065,1694.721,1048.065,1859.85,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,3389.442,1694.721,Intermediate,Full (4/4),2015
117368927,M&A,2015/12/16,ABG SJ,184023Z SJ,Withdrawn,"Cross Border, Majority Purchase","Abraaj CEO Arif Naqvi announced on 01/17/2017 that the company is interested in acquiring Barclay's Africa business. On 11/07/2016 it was reported that Public Investment Corp has sought approval from the Reserve Bank to increase its stake in Barclays Africa Group Ltd, citing people familiar w...",USD,Undisclosed,2016/6/16,6.500000,31.000000,No,Financials,Financials,N,Friendly,South Africa,South Africa,ABG,184023Z,Common Stock,Private Comp,2014,991414,96081,1206.976,808.88,,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,992620.976,991414.0,Large,Full (4/4),2015
11835695,INV,2003/7/15,AVG SJ,HAR SJ,Completed,"Cross Border, Minority Purchase",Anglo American PLC sold a minority stake in Avgold Ltd to Harmony Gold Mining Co Ltd. The transaction was announced on 7/15/2003 and completed on 7/21/2003. Financial terms of the transaction are undisclosed.,GBP,Undisclosed,2003/7/21,0.000000,11.500000,No,Materials,Materials,N,Friendly,South Africa,South Africa,AVG,HAR,Common Stock,Common Stock,2002,3139.948975,363.802002,14368,7806,,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,17507.948975,3139.948975,Large,Full (4/4),2003
12007815,M&A,2003/8/1,SFT SJ,SGE LN,Completed,"Company Takeover, Cross Border",Sage Group PLC/The acquired Softline Ltd/South Africa for ZAR 677.31M. The transaction was announced on 8/1/2003 and completed on 11/25/2003.,ZAR,Cash,2003/11/25,0.000000,100.000000,No,Technology,Technology,N,Friendly,South Africa,United Kingdom,SFT,SGE,Common Stock,Common Stock,2002,666.0540161132812,486.8290100097656,1083.074951171875,551.7310180664062,677.31,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,1749.1289672851562,666.0540161132812,Intermediate,Full (4/4),2003
120301109,M&A,2016/2/8,ILV SJ,ABF LN,Completed,"Company Takeover, Cross Border, Additional Stake Purchase",Associated British Foods PLC acquired Illovo Sugar Pty Ltd for ZAR 5603.64M. The transaction was announced on 2/8/2016 and completed on 6/28/2016.,ZAR,Cash,2016/6/28,51.349998,48.650002,No,Consumer Staples,Consumer Staples,N,Unsolicited,South Africa,United Kingdom,ILV,ABF,Common Stock,Common Stock,2015,14826.5,13266.5,10219,12800,5603.60,4,Both,3,2009-04-01,2017-09-30,560,80,6600,190,67.8333333333333,6.325,4759554.5,4450171.0,106.952171051405,6.95217105140453,13580619.0,27626.5,14826.5,Large,Full (4/4),2016
12054839,M&A,2003/8/6,WET SJ,ELH SJ,Completed,"Company Takeover, Tender Offer",Ellerine Holdings Ltd acquired Wetherlys Investment Holdings Ltd for ZAR 486.53M. The transaction was announced on 8/6/2003 and completed on 10/28/2003.,ZAR,Cash,2003/10/28,0.000000,100.000000,No,Consumer Discretionary,Consumer Discretionary,N,Friendly,South Africa,South Africa,WET,ELH,Common Stock,Common Stock,2002,254.70399475097656,269.7879943847656,2159.885986328125,1151.1700439453125,486.53,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,2429.6739807128906,269.7879943847656,Intermediate,Full (4/4),2003
