Action ID,Deal Type,Announce Date,Target Ticker,Acquirer Ticker,Deal Status,Deal Attributes,Deal Description,Currency of Deal,Payment Type,Completion/Termination Date,Percent Owned,Percent Sought,Has Contingency Payment,Target Industry Sector,Acquirer Industry Sector,Adviser Fees Disclosed,Nature of Bid,Target Country/Region,Acquirer Country/Region,Target Security Description,Acquirer Security Description,Target Security Type,Acquirer Security Type,Financials Fiscal Year (as-at),Target Total Assets,Target Revenue,Acquirer Total Assets,Acquirer Revenue,Announced Total Value (mil.),Financial Variables Present (of 4),Target Limb Driver,Regime No.,Regime Start,Regime End,Intermediate Combined (R'm),Intermediate Target (R'm),Large Combined (R'm),Large Target (R'm),CPI Index (Dec 2024=100),CPI YoY %,Nominal GDP (R million),"Real GDP (R million, 2015 prices)","GDP Deflator (Index, 2015=100)",GDP Deflator YoY %,Market Capitalisation (R million),"Combined Limb Value (best of 4 routes, R'm)","Target Limb Value (max of assets/turnover, R'm)",Classification,Data Completeness,Year
239956968,INV,2024/10/3,MTM SJ,184023Z SJ,Pending,Minority Purchase,Public Investment Corp Ltd announced the acquisition of a minority stake in Momentum Group Limited. The transaction was announced on 10/3/2024 and is currently pending. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,,0.000000,15.696000,No,Financials,Financials,N,Friendly,South Africa,South Africa,MTM,184023Z,Common Stock,Private Comp,2023,635975,76182,4530.826,1220.432,,4,Both,4,2017-10-01,2026-04-30,600,100,6600,190,99.2916666666667,4.43333333333333,7352449.5,4664607.7,157.622033252657,3.91692018451606,19239200.0,640505.826,635975.0,Large,Full (4/4),2024
240102046,INV,2024/10/18,WBO SJ,184023Z SJ,Completed,Minority Purchase,Public Investment Corp Ltd acquired a minority stake in Wilson Bayly Holmes-Ovcon Ltd. The transaction was completed on 10/18/2024. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2024/10/18,0.000000,20.455999,No,Industrials,Financials,N,Friendly,South Africa,South Africa,WBO,184023Z,Common Stock,Private Comp,2023,14646.421,23768.747,4530.826,1220.432,,4,Both,4,2017-10-01,2026-04-30,600,100,6600,190,99.2916666666667,4.43333333333333,7352449.5,4664607.7,157.622033252657,3.91692018451606,19239200.0,28299.573,23768.747,Large,Full (4/4),2024
240411920,M&A,2024/11/15,MST SJ,NVS SJ,Pending,"Company Takeover, Mandatory Offer, Additional Stake Purchase, Tender Offer",Novus Holdings Ltd announced the acquisition of Mustek Ltd for ZAR 975.78M. The transaction was announced on 11/15/2024 and is expected to be completed by 7/31/2025.,ZAR,Cash,2025/7/31,35.000000,65.000000,No,Consumer Discretionary,Industrials,N,Friendly,South Africa,South Africa,MST,NVS,Common Stock,Common Stock,2023,5723.381,10126.197,3397.072,3195.625,975.78,4,Both,4,2017-10-01,2026-04-30,600,100,6600,190,99.2916666666667,4.43333333333333,7352449.5,4664607.7,157.622033252657,3.91692018451606,19239200.0,13523.269,10126.197,Large,Full (4/4),2024
240456901,INV,2024/11/20,NY1 SJ,SLM SJ,Proposed,Minority Purchase,Sanlam Ltd proposed the acquisition of a minority stake in Ninety One Ltd. The transaction was proposed on 11/20/2024.,ZAR,Undisclosed,,0.000000,12.300000,No,Financials,Financials,N,Friendly,South Africa,South Africa,NY1,SLM,Common Stock,Common Stock,2023,10812.4,627.1,996720,184708,5000.03,4,Both,4,2017-10-01,2026-04-30,600,100,6600,190,99.2916666666667,4.43333333333333,7352449.5,4664607.7,157.622033252657,3.91692018451606,19239200.0,1007532.4,10812.4,Large,Full (4/4),2024
240619643,INV,2024/12/4,HYP SJ,N91 LN,Pending,"Minority Purchase, Cross Border",Ninety One PLC announced the acquisition of a minority stake in Hyprop Investments Ltd. The transaction was announced on 12/4/2024 and is currently pending. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,,0.000000,10.004200,No,Real Estate,Financials,N,Friendly,South Africa,United Kingdom,HYP,N91,REIT,Common Stock,2023,39870.697,4373.94,10812.4,627.1,,4,Both,4,2017-10-01,2026-04-30,600,100,6600,190,99.2916666666667,4.43333333333333,7352449.5,4664607.7,157.622033252657,3.91692018451606,19239200.0,50683.097,39870.697,Large,Full (4/4),2024
240656580,M&A,2024/12/6,AAL LN,BHP AU,Withdrawn,Company Takeover,BHP Group Ltd announced the acquisition of Anglo American PLC for GBP 45477.65M.,GBP,Cash,2025/11/18,0.000000,100.000000,No,Materials,Materials,N,Unsolicited,South Africa,Australia,AAL,BHP,Common Stock,Common Stock,2023,66544,30652,101296,53817,1043138.31,4,Both,4,2017-10-01,2026-04-30,600,100,6600,190,99.2916666666667,4.43333333333333,7352449.5,4664607.7,157.622033252657,3.91692018451606,19239200.0,167840.0,66544.0,Large,Full (4/4),2024
24099926,INV,2006/10/24,ATS SJ,ACP SJ,Completed,"Cross Border, Minority Purchase",Hoanib Investment Holdings Proprietary Ltd sold a minority stake in Atlas Properties Ltd to Acucap Properties Ltd. The transaction was announced on 10/24/2006 and completed on 11/30/2006.,ZAR,Cash,2006/11/30,0.000000,33.000000,No,Real Estate,Real Estate,N,Friendly,South Africa,South Africa,ATS,ACP,Unit,REIT,2005,1174.7550048828125,179.51499938964844,1813.447,159.407,331.39,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,36.9166666666667,4.64166666666667,2057593.9,3602578.7,57.114474695584,6.06463577535368,5041515.0,2988.2020048828126,1174.7550048828125,Intermediate,Full (4/4),2006
241400619,INV,2025/4/2,HAR SJ,BLK US,Completed,"Minority Purchase, Cross Border",Van Eck Associates Corp sold a minority stake in Harmony Gold Mining Co Ltd to Blackrock Inc. The transaction was completed on 4/2/2025. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2025/4/2,0.000000,5.020000,No,Materials,Financials,N,Friendly,South Africa,United States,HAR,BLK,Common Stock,Common Stock,2024,60460,61379,138615,20407,,4,Both,4,2017-10-01,2026-04-30,600,100,6600,190,102.491666666667,3.21666666666667,7641793.2,4716600.6,162.019086373351,2.78961832299549,24187552.0,199994.0,61379.0,Large,Full (4/4),2025
241765436,INV,2025/3/13,KAP SJ,184023Z SJ,Completed,Minority Purchase,Public Investment Corp Ltd acquired a minority stake in KAP Ltd. The transaction was completed on 3/13/2025. Financial terms of the transaction are undisclosed.,USD,Undisclosed,2025/3/13,0.000000,20.173000,No,Industrials,Financials,N,Friendly,South Africa,South Africa,KAP,184023Z,Common Stock,Private Comp,2024,31098,29062,4617.254,1261.755,,4,Both,4,2017-10-01,2026-04-30,600,100,6600,190,102.491666666667,3.21666666666667,7641793.2,4716600.6,162.019086373351,2.78961832299549,24187552.0,35715.254,31098.0,Large,Full (4/4),2025
242165608,M&A,2024/7/30,1657741D NO,TTE FP,Completed,"Cross Border, Company Takeover",Scatec ASA sold SN Power AS to TotalEnergies SE. The transaction was announced on 7/30/2024 and completed on 4/2/2025. Financial terms of the transaction are undisclosed.,EUR,Undisclosed,2025/4/2,0.000000,100.000000,No,Financials,Energy,N,Friendly,South Africa,France,1657741D,TTE,Private Comp,Common Stock,2023,1356.31,0,283654,218945,,4,Assets only,4,2017-10-01,2026-04-30,600,100,6600,190,99.2916666666667,4.43333333333333,7352449.5,4664607.7,157.622033252657,3.91692018451606,19239200.0,285010.31,1356.31,Large,Full (4/4),2024
242589645,M&A,2025/5/20,REN SJ,ASPI US,Completed,"Company Takeover, Cross Border",ASP Isotopes Inc acquired Renergen Ltd for USD 83.65M. The transaction was announced on 5/20/2025 and completed on 1/12/2026.,USD,Stock,2026/1/12,0.000000,100.000000,No,Energy,Energy,N,Friendly,South Africa,United States,REN,ASPI,Common Stock,Common Stock,2024,2709.127,28.952,94.347988,4.144226,1499.29,4,Assets only,4,2017-10-01,2026-04-30,600,100,6600,190,102.491666666667,3.21666666666667,7641793.2,4716600.6,162.019086373351,2.78961832299549,24187552.0,2803.474988,2709.127,Intermediate,Full (4/4),2025
242946501,BUY,2025/6/3,1032Z SJ,1032Z SJ,Pending,,,ZAR,,,0.000000,0.000000,,Financials,Financials,N,,South Africa,,1032Z,1032Z,Private Comp,Private Comp,2024,1667809,172566,1667809,172566,,4,Both,4,2017-10-01,2026-04-30,600,100,6600,190,102.491666666667,3.21666666666667,7641793.2,4716600.6,162.019086373351,2.78961832299549,24187552.0,3335618.0,1667809.0,Large,Full (4/4),2025
243328019,M&A,2025/7/23,AIP SJ,NTCPH IN,Completed,"Minority Purchase, Cross Border, Tender Offer, Company Takeover",Natco Pharma Ltd acquired a minority stake in Adcock Ingram Holdings Ltd. The transaction was announced on 7/23/2025 and completed on 11/11/2025.,ZAR,Cash,2025/11/11,0.000000,35.750000,No,Health Care,Health Care,N,Friendly,South Africa,India,AIP,NTCPH,Common Stock,Common Stock,2024,8354.883,9643.128,69063,39988,4324.83,4,Both,4,2017-10-01,2026-04-30,600,100,6600,190,102.491666666667,3.21666666666667,7641793.2,4716600.6,162.019086373351,2.78961832299549,24187552.0,78706.128,9643.128,Large,Full (4/4),2025
243951346,M&A,2025/9/4,TKG SJ,MTN SJ,Proposed,Company Takeover,MTN Group Ltd proposed to acquire Telkom SA SOC Ltd. The transaction was proposed on 9/4/2025. Financial terms of the transaction are unknown.,ZAR,Undisclosed,,0.000000,100.000000,No,Communications,Communications,N,Friendly,South Africa,South Africa,TKG,MTN,Common Stock,Common Stock,2024,61191,42463,431731,188001,,4,Both,4,2017-10-01,2026-04-30,600,100,6600,190,102.491666666667,3.21666666666667,7641793.2,4716600.6,162.019086373351,2.78961832299549,24187552.0,492922.0,61191.0,Large,Full (4/4),2025
244430074,M&A,2025/10/16,RFG SJ,PMR SJ,Completed,"Company Takeover, Tender Offer",Premier Group Ltd acquired RFG Holdings Ltd for ZAR 6555.27M. The transaction was announced on 10/16/2025 and completed on 3/31/2026.,ZAR,Stock,2026/3/31,0.000000,100.000000,No,Consumer Staples,Consumer Staples,N,Friendly,South Africa,South Africa,RFG,PMR,Common Stock,Common Stock,2024,6011.307,8006.341,10425.5,18587.224,6555.29,4,Both,4,2017-10-01,2026-04-30,600,100,6600,190,102.491666666667,3.21666666666667,7641793.2,4716600.6,162.019086373351,2.78961832299549,24187552.0,26593.565,8006.341,Large,Full (4/4),2025
244534031,INV,2025/10/27,OPA SJ,FSR SJ,Pending,Minority Purchase,FirstRand Ltd announced the acquisition of a minority stake in Optasia Ltd. The transaction was announced on 10/27/2025 and is currently pending. Financial terms of the transaction are undisclosed.,ZAR,Cash,,0.000000,20.100000,No,Technology,Financials,N,Friendly,South Africa,South Africa,OPA,FSR,Common Stock,Common Stock,2024,141.786,151.191,2366815,147322,,4,Both,4,2017-10-01,2026-04-30,600,100,6600,190,102.491666666667,3.21666666666667,7641793.2,4716600.6,162.019086373351,2.78961832299549,24187552.0,2366966.191,151.191,Intermediate,Full (4/4),2025
246624547,INV,2026/4/13,OCT SJ,EMI SJ,Pending,"Minority Purchase, Cross Border",A consortium led by Abax Investments Pty Ltd announced the sale of a minority stake in Octodec Investments Ltd to Emira Property Fund Ltd. The transaction was announced on 4/13/2026 and is currently pending.,SAR,Cash,,0.000000,20.170000,No,Real Estate,Real Estate,N,Friendly,South Africa,South Africa,OCT,EMI,REIT,REIT,2025,11479.582,2172.603,16937.205,1691.3,3938.96,4,Both,4,2017-10-01,2026-04-30,600,100,6600,190,,,,,,,,28416.787000000004,11479.582,Large,Full (4/4),2026
246624560,INV,2026/4/13,OCT SJ,EMI SJ,Pending,"Additional Stake Purchase, Tender Offer",Emira Property Fund Ltd announced the acquisition of Octodec Investments Ltd for ZAR 656.78M. The transaction was announced on 4/13/2026 and is currently pending.,ZAR,Cash,,20.170000,14.730000,No,Real Estate,Real Estate,N,Friendly,South Africa,South Africa,OCT,EMI,REIT,REIT,2025,11479.582,2172.603,16937.205,1691.3,656.78,4,Both,4,2017-10-01,2026-04-30,600,100,6600,190,,,,,,,,28416.787000000004,11479.582,Large,Full (4/4),2026
247888293,M&A,2017/7/31,6950501Z LN,BVT SJ,Completed,"Private Equity, Cross Border, Company Takeover, PE Seller",Alchemy Partners LLP sold Bidvest Noonan UK Ltd to Bidvest Group Ltd/The for EUR 172.88M. The transaction was announced on 7/31/2017 and completed on 8/7/2017.,EUR,Cash,2017/8/7,0.000000,100.000000,No,Industrials,Consumer Discretionary,N,Friendly,South Africa,South Africa,6950501Z,BVT,Private Comp,Common Stock,2016,19.26833088752,58.67612502882179,45061.244,68241.101,2702.45,4,Neither,3,2009-04-01,2017-09-30,560,80,6600,190,71.4416666666667,5.28333333333333,5078189.9,4501701.6,112.806008732343,5.4733229100365,15467873.0,68299.77712502882,58.67612502882179,Small,Full (4/4),2017
248284889,M&A,2010/12/22,1946502Z LN,BVT SJ,Completed,"PE Seller, Private Equity, PE Exit, Cross Border, Company Takeover",Risk Capital Ltd sold Bidfresh Ltd to Bidvest Group Ltd/The for GBP 66.09M. The transaction was completed on 12/22/2010.,GBP,Cash,2010/12/22,0.000000,100.000000,No,Consumer Staples,Consumer Staples,N,Friendly,South Africa,South Africa,1946502Z,BVT,Private Comp,Common Stock,2009,39.671313,,38484.384,112427.831,690.36,3,Neither,3,2009-04-01,2017-09-30,560,80,6600,190,49.0333333333333,4.28333333333333,3055613.2,3973801.6,76.8939546453452,6.12843250176096,6698700.0,112467.502313,39.671313,Small,Partial (3/4),2010
25362959,M&A,2007/3/1,BPL SJ,ELR CN,Completed,"Company Takeover, Cross Border, Additional Stake Purchase",Eastern Platinum Ltd acquired Barplats Investments Pty Ltd for ZAR 1028.29M. The transaction was announced on 3/1/2007 and completed on 5/29/2007.,ZAR,Cash and Stock,2007/5/29,69.900002,30.100000,No,Materials,Materials,N,Friendly,South Africa,Canada,BPL,ELR,Common Stock,Common Stock,2006,685.4249877929688,385.6239929199219,689.7302016,12.116309266666667,1028.29,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,1375.1551893929686,685.4249877929688,Intermediate,Full (4/4),2007
25641502,M&A,2007/3/22,RCL SJ,REM SJ,Terminated,"Company Takeover, Additional Stake Purchase",Remgro Ltd announced the acquisition of RCL Foods Ltd/South Africa for ZAR 1718.39M. The transaction was announced on 3/22/2007 and terminated on 6/5/2007.,ZAR,Cash or Stock,2007/6/5,61.900002,38.000000,No,Consumer Staples,Financials,N,Friendly,South Africa,South Africa,RCL,REM,Common Stock,Common Stock,2006,2745.789,4101.454,41336,9802,1718.38,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,45437.454,4101.454,Large,Full (4/4),2007
25684734,INV,2007/2/27,SNT SJ,SLM SJ,Completed,Additional Stake Purchase,Sanlam Ltd acquired Santam Ltd for ZAR 708.96M. The transaction was announced on 2/27/2007 and completed on 4/30/2007.,ZAR,Cash,2007/4/30,52.000000,5.880000,No,Financials,Financials,N,Friendly,South Africa,South Africa,SNT,SLM,Common Stock,Common Stock,2006,16816,11248,335482,70183,708.96,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,352298.0,16816.0,Large,Full (4/4),2007
26233137,M&A,2007/5/3,ATS SJ,ACP SJ,Completed,"Company Takeover, Additional Stake Purchase",Acucap Properties Ltd acquired Atlas Properties Ltd for ZAR 1157.94M. The transaction was announced on 5/3/2007 and completed on 8/28/2007.,ZAR,Cash or Stock,2007/8/28,35.000000,65.000000,No,Real Estate,Real Estate,N,Friendly,South Africa,South Africa,ATS,ACP,Unit,REIT,2006,1391.512939453125,177.17599487304688,2481.86,213.045,1157.94,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,3873.372939453125,1391.512939453125,Large,Full (4/4),2007
26305547,M&A,2007/5/9,MFL SJ,IRM US,Terminated,"Cross Border, Majority Purchase",Iron Mountain Inc announced the acquisition of Metrofile Holdings Ltd for ZAR 700.99M. The transaction was announced on 5/9/2007 and terminated on 7/18/2007.,ZAR,Cash,2007/7/18,0.000000,75.000000,No,Technology,Technology,N,Friendly,South Africa,United States,MFL,IRM,Common Stock,REIT,2006,235.317,276.246,5209.521,2350.342,700.99,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,5485.767,276.246,Large,Full (4/4),2007
26358295,BUY,2007/5/14,SLM SJ,SLM SJ,Pending,,,ZAR,,2007/5/21,0.000000,0.000000,,Financials,Financials,N,,South Africa,,SLM,SLM,Common Stock,Common Stock,2006,335482,70183,335482,70183,375.00,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,670964.0,335482.0,Large,Full (4/4),2007
26479211,INV,2007/5/23,AEE SJ,ABG SJ,Completed,Minority Purchase,Absa Group Ltd acquired a minority stake in African Equity Empowerment Investments Ltd. The transaction was completed on 5/23/2007.,ZAR,Cash,2007/5/23,0.000000,10.000000,No,Consumer Staples,Financials,N,Friendly,South Africa,South Africa,AEE,ABG,Common Stock,Common Stock,2006,731.370972,422.417999,495112,54447,30.53,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,495843.370972,731.370972,Large,Full (4/4),2007
26680339,M&A,2006/12/18,FSP SJ,EMI SJ,Completed,Company Takeover,Emira Property Fund Ltd acquired Freestone Property Holdings Ltd for ZAR 2938.93M. The transaction was announced on 12/18/2006 and completed on 6/5/2007.,ZAR,Cash and Stock,2007/6/5,0.000000,100.000000,No,Real Estate,Real Estate,N,Friendly,South Africa,South Africa,FSP,EMI,Unit,REIT,2005,1325,208.2259979248047,2300.783,410.642,2938.94,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,36.9166666666667,4.64166666666667,2057593.9,3602578.7,57.114474695584,6.06463577535368,5041515.0,3625.783,1325.0,Large,Full (4/4),2006
26810893,M&A,2007/6/15,UMN LN,ARVCF US,Completed,"Company Takeover, Cross Border, Additional Stake Purchase, Tender Offer",Areva SA acquired AREVA Resources Southern Africa Inc for USD 1896.89M. The transaction was announced on 6/15/2007 and completed on 9/4/2007.,USD,Cash,2007/9/4,5.500000,94.500000,No,Materials,Industrials,N,Friendly,South Africa,France,UMN,ARVCF,Common Stock,Common Stock,2006,150.176061,0,25893,10863,13533.52,4,Assets only,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,26043.176061,150.176061,Large,Full (4/4),2007
26860017,INV,2007/4/26,CPI SJ,PSG SJ,Completed,"Additional Stake Purchase, Tender Offer",PSG Group Ltd acquired Capitec Limited for ZAR 545.40M. The transaction was announced on 4/26/2007 and completed on 6/18/2007.,ZAR,Stock,2007/6/18,18.400000,16.500000,No,Financials,Financials,N,Friendly,South Africa,South Africa,CPI,PSG,Common Stock,Common Stock,2006,1251.272,838.794,1833.33,1171.55,545.40,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,3084.602,1251.272,Intermediate,Full (4/4),2007
27127746,M&A,2007/7/5,DMR SJ,KUU/H CN,Completed,"Company Takeover, Cross Border",Kuuhubb Inc acquired Diamond Core Resources Ltd for CAD 77.89M. The transaction was announced on 7/5/2007 and completed on 2/11/2008.,CAD,Stock,2008/2/11,0.000000,100.000000,No,Materials,Communications,N,Friendly,South Africa,Canada,DMR,KUU/H,Common Stock,Common Stock,2006,329.41082763671875,0,8.097741,0,516.82,4,Assets only,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,337.50856863671873,329.41082763671875,Intermediate,Full (4/4),2007
27698764,M&A,2007/8/20,ELH SJ,AXL SJ,Completed,Company Takeover,African Phoenix Investments Ltd acquired Ellerine Holdings Ltd for ZAR 10445.05M. The transaction was announced on 8/20/2007 and completed on 1/22/2008.,ZAR,Stock,2008/1/22,0.000000,100.000000,No,Consumer Discretionary,Financials,N,Friendly,South Africa,South Africa,ELH,AXL,Common Stock,Common Stock,2006,7571.107,4959.408,8163,3911,10445.08,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,15734.107,7571.107,Large,Full (4/4),2007
28572976,M&A,2007/10/24,BTG SJ,AEL SJ,Completed,"Company Takeover, Additional Stake Purchase",Altron Ltd acquired Bytes Technology Group Ltd/South Africa for ZAR 1506.30M. The transaction was announced on 10/24/2007 and completed on 1/15/2008.,ZAR,Stock,2008/1/15,57.700001,42.299999,No,Technology,Communications,N,Unsolicited to Friendly,South Africa,South Africa,BTG,AEL,Common Stock,Common Stock,2006,1679,3441,7447,13969,1506.30,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,17410.0,3441.0,Large,Full (4/4),2007
28573240,M&A,2007/10/24,ALT SJ,AEL SJ,Terminated,"Company Takeover, Additional Stake Purchase",Altron Ltd announced the acquisition of Allied Technologies Ltd for ZAR 3308.11M. The transaction was announced on 10/24/2007 and terminated on 12/3/2007.,ZAR,Stock,2007/12/3,61.799999,38.200001,No,Communications,Communications,N,Unsolicited,South Africa,South Africa,ALT,AEL,Common Stock,Common Stock,2006,2976,6041,7447,13969,3308.11,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,20010.0,6041.0,Large,Full (4/4),2007
28586702,INV,2007/10/25,SBK SJ,601398 CH,Completed,"Private Placement, Cross Border, Minority Purchase","Industrial & Commercial Bank of China Ltd acquired a minority stake in Standard Bank Group Ltd. The transaction was announced on 10/25/2007 and completed on 03/03/2008. At the time of completion, this was the largest deal on record that involved Industrial & Commercial Bank of China.",ZAR,Cash,2008/3/3,0.000000,20.000000,No,Financials,Financials,N,Friendly,South Africa,China,SBK,601398,Common Stock,Common Stock,2006,968991,82015,7508751,289755,36673.29,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,8477742.0,968991.0,Large,Full (4/4),2007
28799354,INV,2007/11/8,VOX SJ,NBC SJ,Completed,Minority Purchase,New Bond Capital Ltd acquired a minority stake in Vox Telecom Ltd. The transaction was completed on 11/8/2007.,ZAR,Cash,2007/11/8,0.000000,9.840000,No,Communications,Financials,N,Friendly,South Africa,South Africa,VOX,NBC,Common Stock,Common Stock,2006,284.874,196.365,6309.651,3102.432,233.20,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,6594.525,284.874,Large,Full (4/4),2007
28799394,INV,2007/11/8,VOX SJ,NBC SJ,Completed,Additional Stake Purchase,Vantage Capital Pty Ltd sold Vox Telecom Ltd to New Bond Capital Ltd for ZAR 59.12M. The transaction was completed on 11/8/2007.,ZAR,Cash,2007/11/8,9.840000,2.460000,No,Communications,Financials,N,Friendly,South Africa,South Africa,VOX,NBC,Common Stock,Common Stock,2006,284.874,196.365,6309.651,3102.432,59.13,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,6594.525,284.874,Large,Full (4/4),2007
29572417,M&A,2007/1/16,SRL SJ,SAC SJ,Completed,"Company Takeover, Tender Offer",SA Corporate Real Estate Ltd acquired SA Retail Properties Ltd for ZAR 3591.35M. The transaction was announced on 1/16/2007 and completed on 6/29/2007.,ZAR,Stock,2007/6/29,0.000000,100.000000,No,Real Estate,Real Estate,N,Friendly,South Africa,South Africa,SRL,SAC,Unit,REIT,2006,1977.468994140625,229.8000030517578,3168.719,478.98,3591.35,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,5146.187994140625,1977.468994140625,Large,Full (4/4),2007
30410575,M&A,2008/2/25,IFR SJ,PAP SJ,Completed,Company Takeover,Pangbourne Properties Ltd acquired iFour Properties Ltd for ZAR 3809.04M. The transaction was announced on 2/25/2008 and completed on 6/10/2008.,ZAR,Stock,2008/6/10,0.000000,100.000000,No,Real Estate,Real Estate,N,Friendly,South Africa,South Africa,IFR,PAP,Unit,Unit,2007,2938.822998,360.515991,6039.476,711.757,3809.03,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,44.1333333333334,11.525,2611630.8,3916816.2,66.6773896615317,7.85033075191064,4541938.0,8978.298998,2938.822998,Large,Full (4/4),2008
30805255,INV,2007/6/5,RCL SJ,REM SJ,Completed,"Additional Stake Purchase, Tender Offer",Remgro Ltd acquired RCL Foods Ltd/South Africa for ZAR 584.65M. The transaction was announced on 6/5/2007 and completed on 7/4/2007.,ZAR,Cash or Stock,2007/7/4,61.500000,12.600000,No,Consumer Staples,Financials,N,Friendly,South Africa,South Africa,RCL,REM,Common Stock,Common Stock,2006,2745.789,4101.454,41336,9802,584.65,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,39.5583333333333,7.075,2346649.9,3795694.0,61.8240010917635,8.24576680654225,5696829.0,45437.454,4101.454,Large,Full (4/4),2007
32340206,INV,2008/6/27,JNC SJ,HCI SJ,Completed,Additional Stake Purchase,Coronation Asset Management Pty Ltd sold Johnnic Holdings Ltd to Hosken Consolidated Investments Ltd for ZAR 783.46M. The transaction was completed on 6/27/2008.,ZAR,Cash and Stock,2008/6/27,67.000000,28.600000,No,Real Estate,Consumer Discretionary,N,Friendly,South Africa,South Africa,JNC,HCI,Private Comp,Common Stock,2007,2124.5,174.9,16371.096,4185.302,783.46,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,44.1333333333334,11.525,2611630.8,3916816.2,66.6773896615317,7.85033075191064,4541938.0,18495.595999999998,2124.5,Large,Full (4/4),2008
32451176,INV,2008/5/27,LBH SJ,SBK SJ,Completed,"Additional Stake Purchase, Tender Offer",Standard Bank Group Ltd acquired Liberty Holdings Ltd for ZAR 4080.31M. The transaction was announced on 5/27/2008 and completed on 7/21/2008.,ZAR,Cash,2008/7/21,59.169998,37.910000,No,Financials,Financials,N,Friendly,South Africa,South Africa,LBH,SBK,Common Stock,Common Stock,2007,220647,29357,1182126,102996,4080.30,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,44.1333333333334,11.525,2611630.8,3916816.2,66.6773896615317,7.85033075191064,4541938.0,1402773.0,220647.0,Large,Full (4/4),2008
32455076,M&A,2008/4/15,SUL SJ,MOR SJ,Completed,"Company Takeover, Tender Offer",Morvest Group Ltd acquired SAB&T Ubuntu Holdings Ltd for ZAR 111.59M. The transaction was announced on 4/15/2008 and completed on 7/7/2008.,ZAR,Stock,2008/7/7,0.000000,100.000000,No,Industrials,Technology,N,Friendly,South Africa,South Africa,SUL,MOR,Common Stock,Common Stock,2007,67.29845428466797,85.45862579345703,398.322998046875,393.9530029296875,111.59,4,Both,2,2001-02-01,2009-03-31,200,30,3500,100,44.1333333333334,11.525,2611630.8,3916816.2,66.6773896615317,7.85033075191064,4541938.0,483.78162384033203,85.45862579345703,Intermediate,Full (4/4),2008
