Action ID,Deal Type,Announce Date,Deal Status,Deal Attributes,Deal Description,Currency of Deal,Payment Type,Completion/Termination Date,Announced Premium,Percent Owned,Percent Sought,Has Contingency Payment,Target Industry Sector,Acquirer Industry Sector,Adviser Fees Disclosed,Acquirer Legal Adviser,Acquirer Financial Adviser,Nature of Bid,Target Country/Region,Acquirer Country/Region,Target Total Assets Source,Acquirer Total Assets Source,Target Revenue Source,Acquirer Revenue Source,Target Total Assets,Target Revenue,Acquirer Total Assets,Acquirer Revenue,Regime No.,Regime Start,Regime End,Intermediate Combined (R'm),Intermediate Target (R'm),Large Combined (R'm),Large Target (R'm),CPI Index (Dec 2024=100),CPI YoY %,Nominal GDP (R million),"Real GDP (R million, 2015 prices)","GDP Deflator (Index, 2015=100)",GDP Deflator YoY %,Market Capitalisation (R million),Classification,Year,Data Completeness,"Combined Limb Value (best of 4 routes, R'm)","Target Limb Value (max of assets/turnover, R'm)",Ownership Type,Attr: Company Takeover,Attr: Additional Stake Purchase,Attr: Cross Border,Attr: Minority Purchase,Attr: Tender Offer,Attr: Majority Purchase,Attr: Private Equity,Attr: Mandatory Offer,Attr: Private Placement,Attr: Squeeze Out,Attr: PE Buyout,Attr: Competing Bid,Attr: PE Seller,Attr: Option Agreement,Attr: Going Private,Attr: PE Exit,Attr: Government Privatization,Attr: Reverse Merger,Attr: Recapitalization,Attr: Asset Sale,Attr: Bankruptcy/Liquidation,Attr: Private Equity Related,Attr: Any Stake-Change Type Tagged,Attr: Formal Offer Process (Tender/Mandatory/Squeeze Out)
100026324,INV,2014/12/15,Completed,Minority Purchase,Ukhamba Holdings Pty Ltd sold a minority stake in Distribution and Warehousing Network Ltd to Distribution and Warehousing Network Ltd. The transaction was completed on 12/15/2014.,ZAR,Cash,2014/12/15,,0.000000,32.250000,No,Consumer Discretionary,Consumer Discretionary,N,Webber Wentzel,PwC,Friendly,South Africa,South Africa,Point-in-time,Point-in-time,Point-in-time,Point-in-time,3017.595,3763.476,3017.595,3763.476,3,2009-04-01,2017-09-30,560,80,6600,190,61.0166666666667,6.05,4133873.0,4363118.1,94.7458424286063,5.36654656658044,11505020.0,Large,2014,Full (4/4),7526.952,3763.476,Public,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
100560439,INV,2014/12/24,Completed,Additional Stake Purchase,Goldrush Holdings Ltd acquired Trans Hex Group Ltd. The transaction was completed on 12/24/2014. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2014/12/24,,24.299999,0.700100,No,Materials,Financials,N,,,Friendly,South Africa,South Africa,Point-in-time,Point-in-time,Point-in-time,Point-in-time,990.427,751.304,606.024023,20.773118,3,2009-04-01,2017-09-30,560,80,6600,190,61.0166666666667,6.05,4133873.0,4363118.1,94.7458424286063,5.36654656658044,11505020.0,Intermediate,2014,Full (4/4),1596.451023,990.427,Public,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10075015,M&A,2003/1/24,Terminated,Company Takeover,Fairvest Property Holdings Ltd announced the acquisition of Bonatla Property Holdings Ltd for ZAR 177.30M. The transaction was announced on 1/24/2003 and terminated on 5/2/2003.,ZAR,Stock,2003/5/2,,0.000000,100.000000,No,Real Estate,Real Estate,N,,,Friendly,South Africa,South Africa,Point-in-time,MA-screen (current/latest),Point-in-time,MA-screen (current/latest),649.8189697265625,116.39700317382812,3822.85,579.566,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,Large,2003,Full (4/4),4472.668969726563,649.8189697265625,Public,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10082587,M&A,2003/1/27,Completed,"Company Takeover, Additional Stake Purchase",JD Group Ltd/South Africa acquired Profurn Ltd for ZAR 240.67M. The transaction was announced on 1/27/2003 and completed on 4/23/2003.,ZAR,Stock,2003/4/23,5.15,78.800003,21.200001,No,Consumer Discretionary,Consumer Discretionary,N,Feinsteins Attor,Gensec Bank,Friendly,South Africa,South Africa,MA-screen (current/latest),Point-in-time,MA-screen (current/latest),Point-in-time,3497.23,2719.63,4253.0,4083.0,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,Large,2003,Full (4/4),7750.23,3497.23,Public,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
101568253,M&A,2014/10/15,Completed,"Company Takeover, Cross Border, Additional Stake Purchase",Endo International PLC acquired Litha Healthcare Group Ltd for ZAR 461.70M. The transaction was announced on 10/15/2014 and completed on 2/10/2015.,ZAR,Cash,2015/2/10,11.36,70.000000,30.000000,No,Health Care,Health Care,N,,Nedbank Capital,Friendly,South Africa,United States,Point-in-time,Point-in-time,Point-in-time,Point-in-time,1944.3,1045.332,6571.856,2124.681,3,2009-04-01,2017-09-30,560,80,6600,190,61.0166666666667,6.05,4133873.0,4363118.1,94.7458424286063,5.36654656658044,11505020.0,Large,2014,Full (4/4),8516.155999999999,1944.3,Public,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
101824608,INV,2015/1/26,Completed,"Private Equity, Minority Purchase",Public Investment Corp Ltd acquired a minority stake in SPAR Group Ltd/The. The transaction was completed on 1/26/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/1/26,,0.000000,20.002001,No,Consumer Staples,Financials,N,,,Friendly,South Africa,South Africa,Point-in-time,Point-in-time,Point-in-time,Point-in-time,17122.6,54483.0,1206.976,808.88,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),55689.976,54483.0,Public,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False
101825286,INV,2015/1/26,Completed,"Cross Border, Minority Purchase",Somerset Capital Management LLP acquired a minority stake in Nampak Ltd. The transaction was completed on 1/26/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/1/26,,0.000000,5.030000,No,Materials,Financials,N,,,Friendly,South Africa,United Kingdom,Point-in-time,Point-in-time,Point-in-time,Point-in-time,21891.1,15305.6,6.61405014235,12.479166883651953,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),21903.57916688365,21891.1,Public,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
102634716,INV,2015/2/12,Completed,Minority Purchase,Public Investment Corp Ltd acquired a minority stake in Sappi Ltd. The transaction was completed on 2/12/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/2/12,,0.000000,15.573000,No,Materials,Financials,N,,,Friendly,South Africa,South Africa,Point-in-time,Point-in-time,Point-in-time,Point-in-time,5465.0,6061.0,1206.976,808.88,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),7267.976000000001,6061.0,Public,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10263927,M&A,2003/2/11,Completed,"Cross Border, Majority Purchase, Tender Offer",Russell Hobbs Inc acquired Home of Living Brands Holdings Ltd. The transaction was announced on 2/11/2003 and completed on 3/25/2003. Financial terms of the transaction are undisclosed.,ZAR,Cash,2003/3/25,13.90,30.799999,21.200001,No,Consumer Discretionary,Consumer Discretionary,N,,,Friendly,South Africa,United States,Point-in-time,Point-in-time,Point-in-time,Point-in-time,480.7330017089844,862.3380126953125,823.927,922.479,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,Intermediate,2003,Full (4/4),1784.8170126953125,862.3380126953125,Public,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
102768640,M&A,2015/2/16,Completed,Company Takeover,A consortium led by Private Investor sold Set Point Group Ltd to Torre Industries Ltd for ZAR 354.46M. The transaction was announced on 2/16/2015 and completed on 5/1/2015.,ZAR,Stock,2015/5/1,,0.000000,100.000000,No,Industrials,Industrials,N,,,Friendly,South Africa,South Africa,MA-screen (current/latest),Point-in-time,MA-screen (current/latest),Point-in-time,235.593,359.376,956.831,433.13,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Intermediate,2015,Full (4/4),1316.2069999999999,359.376,Public,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
102805375,M&A,2015/2/17,Withdrawn,"Company Takeover, Cross Border","On 11/19/2015 Telkom withdrew their interest in Cell C. On 11/09/2015, Telkom SA announced that the companies were still in discussions. On 10/29/2015 it was reported that shareholders of Cell C rejected the ZAR 14,000.00M offer from Telkom SA. On 09/23/2015, the CEO of Cell C Pty Ltd stated ...",ZAR,Undisclosed,2015/11/19,,0.000000,100.000000,No,Communications,Communications,N,,,Friendly,South Africa,South Africa,Point-in-time,Point-in-time,Point-in-time,Point-in-time,15475.813,11634.148,39405.0,31288.0,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),54880.813,15475.813,Private,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
103008079,INV,2015/2/23,Completed,Additional Stake Purchase,Bidvest Group Ltd/The acquired Adcock Ingram Holdings Ltd for ZAR 299.74M. The transaction was announced on 2/23/2015 and completed on 5/18/2015.,ZAR,Cash,2015/5/18,,33.720001,3.280000,No,Health Care,Consumer Staples,N,Edward Nathan,Investec,Friendly,South Africa,South Africa,Point-in-time,Point-in-time,MA-screen (current/latest),Point-in-time,5405.842,9760.33,80975.47,161612.418,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),171372.748,9760.33,Public,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
103063244,M&A,2015/2/24,Completed,"Company Takeover, Additional Stake Purchase",Rebosis Property Fund Ltd acquired Ascension Properties Ltd for ZAR 2487.52M. The transaction was announced on 2/24/2015 and completed on 4/25/2017.,ZAR,Stock,2017/4/25,,33.869999,66.129997,No,Real Estate,Real Estate,N,Cliffe Dekker Ho,,Friendly,South Africa,South Africa,Point-in-time,Point-in-time,Point-in-time,Point-in-time,3823.853,353.101,7852.361,884.378,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),11676.214,3823.853,Public,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
104477899,INV,2015/3/18,Completed,"Cross Border, Additional Stake Purchase",Invesco Ltd acquired Alviva Holdings Ltd. The transaction was completed on 3/18/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/3/18,,14.440000,0.810000,No,Consumer Discretionary,Financials,N,,,Friendly,South Africa,United States,Point-in-time,Point-in-time,Point-in-time,Point-in-time,3346.679,7152.444,20450.0,5147.1,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),27602.444,7152.444,Public,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
104685922,M&A,2014/12/10,Terminated,Company Takeover,AfriSam South Africa Pty Ltd announced the acquisition of PPC Ltd. The transaction was announced on 12/10/2014 and terminated on 3/27/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/3/27,,0.000000,100.000000,No,Materials,Materials,N,,,Friendly,South Africa,South Africa,Point-in-time,MA-screen (current/latest),Point-in-time,MA-screen (current/latest),8876.0,8316.0,17859.6,6843.75,3,2009-04-01,2017-09-30,560,80,6600,190,61.0166666666667,6.05,4133873.0,4363118.1,94.7458424286063,5.36654656658044,11505020.0,Large,2014,Full (4/4),26735.6,8876.0,Public,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
105216684,INV,2015/4/8,Completed,"Cross Border, Minority Purchase",Stellar Capital Partners Ltd acquired a minority stake in Cadiz Holdings Ltd. The transaction was announced on 4/8/2015 and completed on 4/7/2015.,ZAR,Cash,2015/4/7,,0.000000,16.450001,No,Financials,Financials,N,,,Friendly,South Africa,United Kingdom,Point-in-time,MA-screen (current/latest),Point-in-time,MA-screen (current/latest),6149.936,212.902,1151.61,75.586,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),7301.545999999999,6149.936,Public,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
106151682,INV,2015/4/29,Completed,"Cross Border, Minority Purchase",Royal Bafokeng Platinum Ltd sold a minority stake in Merafe Resources Ltd to Glencore PLC. The transaction was completed on 4/29/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/4/29,,0.000000,28.680000,No,Materials,Materials,N,,,Friendly,South Africa,Switzerland,Point-in-time,Point-in-time,Point-in-time,Point-in-time,5401.147,3609.066,152205.0,221073.0,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),226474.147,5401.147,Public,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
106890033,INV,2015/5/13,Pending,Minority Purchase,Central Plaza Investments 112 Pty Ltd announced the sale of a minority stake in Santam Ltd to Santam Ltd. The transaction was announced on 5/13/2015 and is currently pending.,ZAR,Cash,,,0.000000,3.530000,No,Financials,Financials,N,,,Friendly,South Africa,South Africa,Point-in-time,Point-in-time,Point-in-time,Point-in-time,25184.0,19434.0,25184.0,19434.0,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),50368.0,25184.0,Public,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
107941646,INV,2015/6/8,Completed,Additional Stake Purchase,Public Investment Corp Ltd acquired RMB Holdings Ltd. The transaction was completed on 6/8/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/6/8,,9.987000,0.044000,No,Financials,Financials,N,,,Friendly,South Africa,South Africa,Point-in-time,Point-in-time,Point-in-time,Point-in-time,33566.0,0.0,1206.976,808.88,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),34772.976,33566.0,Public,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
108021185,INV,2015/6/9,Completed,"Cross Border, Minority Purchase",Lazard Inc acquired a minority stake in Nampak Ltd. The transaction was completed on 6/9/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/6/9,,0.000000,10.040000,No,Materials,Financials,N,,,Friendly,South Africa,United States,Point-in-time,Point-in-time,Point-in-time,Point-in-time,21891.1,15305.6,3332.236,2363.017,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),25223.336,21891.1,Public,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
108135892,M&A,2015/6/11,Completed,"Company Takeover, Additional Stake Purchase",Afrimat Ltd acquired Infrasors Holdings Ltd for ZAR 19.22M. The transaction was announced on 6/11/2015 and completed on 10/13/2015.,ZAR,Cash,2015/10/13,15.88,91.279999,8.720000,No,Materials,Materials,N,,,Friendly,South Africa,South Africa,Point-in-time,Point-in-time,Point-in-time,Point-in-time,326.506,327.51,1479.417249,1901.187222,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Intermediate,2015,Full (4/4),2228.697222,327.51,Public,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10823834,M&A,2003/3/3,Completed,"Company Takeover, Additional Stake Purchase, Tender Offer",Coronation Holdings Ltd acquired African Harvest Ltd for ZAR 137.81M. The transaction was announced on 3/3/2003 and completed on 7/8/2003.,ZAR,Cash,2003/7/8,8.38,75.000000,25.000000,No,Financials,Financials,N,,,Friendly,South Africa,South Africa,Point-in-time,Point-in-time,Point-in-time,Point-in-time,680.291015625,38.35699844360352,7026.0,1383.0,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,Large,2003,Full (4/4),7706.291015625,680.291015625,Public,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
108247445,BUY,2015/6/15,Completed,,,ZAr,,2015/7/3,,0.000000,0.000000,,Consumer Discretionary,Consumer Discretionary,N,,,,South Africa,,Point-in-time,Point-in-time,Point-in-time,Point-in-time,2574.11,10703.616,2574.11,10703.616,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),21407.232,10703.616,Public,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108682908,M&A,2015/6/24,Completed,"Company Takeover, Cross Border, Additional Stake Purchase",WiseTech Global Ltd acquired Compu-Clearing Outsourcing Ltd for ZAR 176.97M. The transaction was announced on 6/24/2015 and completed on 9/22/2015.,ZAR,Cash,2015/9/22,3.00,23.500000,76.500000,No,Technology,Technology,N,,,Friendly,South Africa,Australia,Point-in-time,MA-screen (current/latest),Point-in-time,Point-in-time,66.281,71.968,79861.8,60.60752183908047,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Small,2015,Full (4/4),79933.768,71.968,Public,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
108732382,M&A,2015/6/25,Terminated,Company Takeover,Curro Holdings Ltd announced the acquisition of Advtech Ltd for ZAR 6712.98M. The transaction was announced on 6/25/2015 and terminated on 7/29/2015.,ZAR,Cash or Stock,2015/7/29,28.75,0.000000,100.000000,No,Consumer Discretionary,Consumer Discretionary,N,,,Unsolicited,South Africa,South Africa,Point-in-time,Point-in-time,Point-in-time,Point-in-time,1960.2,1931.8,4144.001,1000.701,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Intermediate,2015,Full (4/4),6104.201,1960.2,Public,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
108842109,M&A,2015/6/26,Completed,"Company Takeover, Additional Stake Purchase",Redefine Properties Ltd acquired Fountainhead Property Trust for ZAR 3452.13M. The transaction was announced on 6/26/2015 and completed on 8/11/2015.,ZAR,Stock,2015/8/11,1.23,66.000000,34.000000,No,Real Estate,Real Estate,N,,,Friendly,South Africa,South Africa,Point-in-time,Point-in-time,Point-in-time,Point-in-time,12601.452,1282.033,57490.164,5594.127,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),70091.616,12601.452,Public,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
108970285,M&A,2015/6/30,Completed,Company Takeover,Zurich Insurance Group AG acquired Zurich Insurance Co South Africa Ltd for ZAR 2405.11M. The transaction was announced on 6/30/2015 and completed on 9/22/2015.,ZAR,Cash,2015/9/22,,0.000000,100.000000,No,Financials,Financials,N,,,Friendly,South Africa,Switzerland,Point-in-time,Point-in-time,Point-in-time,Point-in-time,4757.682,3392.387,406529.0,72781.0,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),411286.682,4757.682,Public,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
109062983,M&A,2015/6/19,Completed,"Company Takeover, Cross Border, Additional Stake Purchase",Stellar Capital Partners Ltd acquired Cadiz Holdings Ltd for ZAR 4748.99M. The transaction was announced on 6/19/2015 and completed on 11/3/2015.,ZAR,Stock,2015/11/3,21.28,16.450001,83.550003,No,Financials,Financials,N,,,Friendly,South Africa,United Kingdom,Point-in-time,MA-screen (current/latest),Point-in-time,MA-screen (current/latest),6149.936,212.902,1151.61,75.586,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),7301.545999999999,6149.936,Public,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
109260627,INV,2015/7/6,Completed,"Cross Border, Minority Purchase",Stellar Capital Partners Ltd acquired a minority stake in Torre Industries Ltd. The transaction was announced on 7/6/2015 and completed on 2/25/2016.,ZAR,Cash and Stock,2016/2/25,,0.000000,26.250000,No,Industrials,Financials,N,,,Friendly,South Africa,United Kingdom,Point-in-time,MA-screen (current/latest),Point-in-time,MA-screen (current/latest),956.831,433.13,1151.61,75.586,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Intermediate,2015,Full (4/4),2108.441,956.831,Public,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
109260705,INV,2015/7/6,Completed,"Cross Border, Additional Stake Purchase",Stellar Capital Partners Ltd acquired Torre Industries Ltd for ZAR 108.64M. The transaction was announced on 7/6/2015 and completed on 2/25/2016.,ZAR,Cash,2016/2/25,-43.58,26.250000,8.250000,No,Industrials,Financials,N,,,Friendly,South Africa,United Kingdom,Point-in-time,MA-screen (current/latest),Point-in-time,MA-screen (current/latest),956.831,433.13,1151.61,75.586,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Intermediate,2015,Full (4/4),2108.441,956.831,Public,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
110252034,M&A,2015/7/29,Completed,"Company Takeover, Cross Border, Additional Stake Purchase, Tender Offer",Baiyin Nonferrous Group Co Ltd acquired Goliath Gold Mining Ltd for ZAR 41.26M. The transaction was announced on 7/29/2015 and completed on 12/8/2015.,ZAR,Cash,2015/12/8,-31.60,72.000000,28.000000,No,Materials,Materials,N,,,Friendly,South Africa,China,Point-in-time,Point-in-time,Point-in-time,Point-in-time,168.204,0.0,34031.79185955,46193.35742672,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Intermediate,2015,Full (4/4),46361.56142672,168.204,Public,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
110768195,INV,2015/8/5,Completed,Minority Purchase,Sanlam Ltd acquired a minority stake in Iliad Africa Ltd. The transaction was completed on 8/5/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/8/5,,0.000000,10.000000,No,Consumer Discretionary,Financials,N,,,Friendly,South Africa,South Africa,Point-in-time,Point-in-time,Point-in-time,Point-in-time,1640.62,4365.448,611253.0,92165.0,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),615618.448,4365.448,Public,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
111337505,INV,2015/8/19,Completed,Minority Purchase,Coronation Fund Managers Ltd acquired a minority stake in Impala Platinum Holdings Ltd. The transaction was completed on 8/19/2015. Financial terms of the transaction are undisclosed.,ZAR,Undisclosed,2015/8/19,,0.000000,20.020000,No,Materials,Financials,N,,,Friendly,South Africa,South Africa,Point-in-time,Point-in-time,Point-in-time,Point-in-time,79867.0,29028.0,76861.0,4830.0,3,2009-04-01,2017-09-30,560,80,6600,190,63.825,4.58333333333333,4420792.5,4420792.5,100.0,5.54552837012652,11727560.0,Large,2015,Full (4/4),156728.0,79867.0,Public,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
11145294,INV,2003/5/2,Completed,"Cross Border, Minority Purchase",Anglo American PLC sold a minority stake in African Rainbow Minerals Ltd to Harmony Gold Mining Co Ltd. The transaction was completed on 5/2/2003.,GBP,Cash,2003/5/2,,0.000000,34.900002,No,Materials,N.A.,N,,,Friendly,South Africa,South Africa,Point-in-time,Point-in-time,Point-in-time,Point-in-time,8786.0,3499.0,14368.0,7806.0,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,Large,2003,Full (4/4),23154.0,8786.0,Public,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
11146050,M&A,2003/5/2,Completed,Company Takeover,Harmony Gold Mining Co Ltd acquired African Rainbow Minerals Gold Ltd for ZAR 5752.92M. The transaction was announced on 5/2/2003 and completed on 9/23/2003.,ZAR,Stock,2003/9/23,-2.00,0.000000,100.000000,No,Materials,Materials,N,Bowman Gilfill/Cliffe Dekker,JP Morgan/Merchant Bk (Ga),Friendly,South Africa,South Africa,Missing,Point-in-time,Point-in-time,Point-in-time,,3537.800048828125,14368.0,7806.0,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,Large,2003,Partial (3/4),17905.800048828125,3537.800048828125,Public,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11205459,M&A,2003/5/9,Completed,"Majority Purchase, Additional Stake Purchase",Sun International Ltd/South Africa acquired Sun International South Africa Ltd for ZAR 547.00M. The transaction was completed on 5/9/2003.,ZAR,Cash,2003/5/9,,43.599998,18.600000,No,Consumer Discretionary,Consumer Discretionary,N,,,Friendly,South Africa,South Africa,Point-in-time,Point-in-time,Point-in-time,Point-in-time,3510.305908203125,1732.31103515625,8488.814453125,3719.387939453125,2,2001-02-01,2009-03-31,200,30,3500,100,33.675,5.96666666666667,1490399.0,3099254.3,48.0889548172927,6.39575753417796,1787194.0,Large,2003,Full (4/4),11999.120361328125,3510.305908203125,Public,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
